character_id,series_name,series_resourceURI
1010354,Adam Warlock Omnibus (2023),http://gateway.marvel.com/v1/public/series/36369
1010354,Adam Warlock: Strange Tales Facsimile Edition (2023),http://gateway.marvel.com/v1/public/series/36621
1010354,All-New Guardians of the Galaxy (2017),http://gateway.marvel.com/v1/public/series/23058
1010354,All-New Guardians of the Galaxy Vol. 3: Infinity Quest (2018),http://gateway.marvel.com/v1/public/series/22778
1010354,Annihilation: Conquest (2007),http://gateway.marvel.com/v1/public/series/3061
1010354,Avengers Forever (1998 - 1999),http://gateway.marvel.com/v1/public/series/2111
1010354,AVENGERS LEGENDS: AVENGERS FOREVER (2002),http://gateway.marvel.com/v1/public/series/93
1010354,CLANDESTINE CLASSIC PREMIERE HC (2008),http://gateway.marvel.com/v1/public/series/3874
1010354,"Doctor Strange, Sorcerer Supreme (1988 - 1996)",http://gateway.marvel.com/v1/public/series/3741
1010354,Earth X (1999 - 2000),http://gateway.marvel.com/v1/public/series/378
1010354,EARTH X TPB [NEW PRINTING] (2006),http://gateway.marvel.com/v1/public/series/1806
1010354,Fantastic Four (1961 - 1998),http://gateway.marvel.com/v1/public/series/2121
1010354,Guardians of the Galaxy (2008 - 2010),http://gateway.marvel.com/v1/public/series/4885
1010354,Guardians Of The Galaxy Annual (2019),http://gateway.marvel.com/v1/public/series/27554
1010354,Guardians Of The Galaxy Vol. 2: Faithless (2020),http://gateway.marvel.com/v1/public/series/26496
1010354,GUARDIANS OF THE GALAXY: ROAD TO ANNIHILATION VOL. 2 TPB (2017),http://gateway.marvel.com/v1/public/series/22422
1010354,Guardians of the Galaxy: Somebody's Got to Do It Infinity Comic (2023),http://gateway.marvel.com/v1/public/series/37451
1010354,Incredible Hulk (1962 - 1999),http://gateway.marvel.com/v1/public/series/2021
1010354,Incredible Hulk Annual (1976 - 1994),http://gateway.marvel.com/v1/public/series/2983
1010354,Infinity By Starlin & Hickman (2019),http://gateway.marvel.com/v1/public/series/26307
1017851,Aero (2019 - 2020),http://gateway.marvel.com/v1/public/series/27392
1017851,Agents of Atlas (2019),http://gateway.marvel.com/v1/public/series/27624
1017851,Atlantis Attacks (2020),http://gateway.marvel.com/v1/public/series/29600
1017851,King In Black: Black Knight (2021),http://gateway.marvel.com/v1/public/series/31376
1017851,The Marvels (2021 - 2022),http://gateway.marvel.com/v1/public/series/28381
1012717,Avengers (1996 - 1997),http://gateway.marvel.com/v1/public/series/3621
1012717,Avengers Annual (2023),http://gateway.marvel.com/v1/public/series/38734
1012717,Avengers Fairy Tales (2008),http://gateway.marvel.com/v1/public/series/3971
1012717,Captain America (2018 - 2022),http://gateway.marvel.com/v1/public/series/24503
1012717,Captain Marvel (2019 - 2023),http://gateway.marvel.com/v1/public/series/26673
1012717,CRYPT OF SHADOWS (2024),http://gateway.marvel.com/v1/public/series/41975
1012717,Fantastic Four (1961 - 1998),http://gateway.marvel.com/v1/public/series/2121
1012717,Midnight Suns (2022 - 2023),http://gateway.marvel.com/v1/public/series/34645
1012717,Scarlet Witch (1994),http://gateway.marvel.com/v1/public/series/20338
1012717,Scarlet Witch (2015 - 2017),http://gateway.marvel.com/v1/public/series/20854
1012717,Scarlet Witch (2024 - Present),http://gateway.marvel.com/v1/public/series/38862
1012717,Spider-Man Annual (2023),http://gateway.marvel.com/v1/public/series/37695
1012717,Strange Academy: Blood Hunt (2024 - Present),http://gateway.marvel.com/v1/public/series/39279
1012717,Ultimate Fantastic Four (2003 - 2009),http://gateway.marvel.com/v1/public/series/702
1012717,Vision and the Scarlet Witch (1985 - 1986),http://gateway.marvel.com/v1/public/series/3655
1011297,Astonishing X-Men (2004 - 2013),http://gateway.marvel.com/v1/public/series/744
1011297,Cable and X-Force (2012 - 2014),http://gateway.marvel.com/v1/public/series/16907
1011297,Dead X-Men (2024 - Present),http://gateway.marvel.com/v1/public/series/38790
1011297,Heralds (2010),http://gateway.marvel.com/v1/public/series/13065
1011297,S.W.O.R.D. (2009 - 2010),http://gateway.marvel.com/v1/public/series/8233
1011297,S.W.O.R.D. (2020 - 2021),http://gateway.marvel.com/v1/public/series/31083
1011297,The Mighty Captain Marvel (2017 - 2018),http://gateway.marvel.com/v1/public/series/22551
1011297,X-Men (2013 - 2015),http://gateway.marvel.com/v1/public/series/17635
1011297,X-Men Red (2022 - Present),http://gateway.marvel.com/v1/public/series/32962
1011031,Agent X (2002 - 2004),http://gateway.marvel.com/v1/public/series/459
1011031,Cable & Deadpool (2004 - 2008),http://gateway.marvel.com/v1/public/series/693
1011031,Cable & Deadpool Vol. 2: The Burnt Offering (2007),http://gateway.marvel.com/v1/public/series/1338
1009150,Life of Wolverine Infinity Comic (2022),http://gateway.marvel.com/v1/public/series/34445
1009150,Weapon X (2002 - 2004),http://gateway.marvel.com/v1/public/series/543
1009150,Weapon X: Days of Future Now (2005),http://gateway.marvel.com/v1/public/series/869
1009150,Weapon X: Days of Future Now (2006),http://gateway.marvel.com/v1/public/series/1478
1009150,Weapon X: The Draft – Agent Zero (2002),http://gateway.marvel.com/v1/public/series/3649
1009150,Wolverine (1988 - 2003),http://gateway.marvel.com/v1/public/series/2262
1009150,WOLVERINE/DEADPOOL: WEAPON X (1999),http://gateway.marvel.com/v1/public/series/84
1009150,X-Man (1995 - 2000),http://gateway.marvel.com/v1/public/series/3643
1009150,X-Men (1991 - 2001),http://gateway.marvel.com/v1/public/series/2265
1009150,X-Men Unlimited (1993 - 2003),http://gateway.marvel.com/v1/public/series/3637
1011198,Agents of Atlas (2006 - 2007),http://gateway.marvel.com/v1/public/series/1097
1011198,Agents of Atlas (2009),http://gateway.marvel.com/v1/public/series/6807
1011198,Agents of Atlas (2019),http://gateway.marvel.com/v1/public/series/27624
1011198,AGENTS OF ATLAS PREMIERE HC (2007),http://gateway.marvel.com/v1/public/series/1980
1011198,Agents of Atlas: The Complete Collection Vol. 1 (2018),http://gateway.marvel.com/v1/public/series/24134
1011198,Atlantis Attacks (2020),http://gateway.marvel.com/v1/public/series/29600
1011198,Atlas (2010),http://gateway.marvel.com/v1/public/series/9782
1011198,Avengers Vs. Atlas (2010),http://gateway.marvel.com/v1/public/series/9181
1011198,Dark Reign: New Nation (2008),http://gateway.marvel.com/v1/public/series/6415
1011198,Incoming! (2019),http://gateway.marvel.com/v1/public/series/27620
1011198,War of the Realms: New Agents of Atlas (2019),http://gateway.marvel.com/v1/public/series/27505
1011198,War Of The Realms: New Agents Of Atlas (2019),http://gateway.marvel.com/v1/public/series/27374
1011198,Wolverine: Prehistory (2017),http://gateway.marvel.com/v1/public/series/22365
1011136,Annihilation: Silver Surfer (2006),http://gateway.marvel.com/v1/public/series/1078
1011136,Heroes Reborn: Iron Man (2006),http://gateway.marvel.com/v1/public/series/1814
1011136,Iron Man (1996 - 1998),http://gateway.marvel.com/v1/public/series/13577
1011176,Incredible Hercules (2008 - 2010),http://gateway.marvel.com/v1/public/series/3762
1011120,New Excalibur (2005 - 2007),http://gateway.marvel.com/v1/public/series/935
1010836,Future Foundation (2019 - Present),http://gateway.marvel.com/v1/public/series/27824
1010836,Iron Man and Power Pack (2007 - 2008),http://gateway.marvel.com/v1/public/series/3077
1010836,New Warriors (1990 - 1996),http://gateway.marvel.com/v1/public/series/16341
1010836,Power Pack (2017),http://gateway.marvel.com/v1/public/series/23679
1010836,Thor and the Warriors Four (2010),http://gateway.marvel.com/v1/public/series/9731
1010836,X-Men and Power Pack (2006),http://gateway.marvel.com/v1/public/series/970
1010836,X-Men and Power Pack: The Power of X (2006),http://gateway.marvel.com/v1/public/series/1634
1010755,Power Man and Iron Fist (2016 - 2017),http://gateway.marvel.com/v1/public/series/21122
1010755,Runaways (2003 - 2004),http://gateway.marvel.com/v1/public/series/2584
1010755,Runaways (2017 - 2021),http://gateway.marvel.com/v1/public/series/23461
1010755,RUNAWAYS: PRIDE & JOY (2004),http://gateway.marvel.com/v1/public/series/327
1009497,Secret Warriors (2009 - 2011),http://gateway.marvel.com/v1/public/series/6796
1009435,Essential Fantastic Four Vol. 4 (2005),http://gateway.marvel.com/v1/public/series/1263
1009435,Fantastic Four (2022 - Present),http://gateway.marvel.com/v1/public/series/34035
1009435,Fantastic Four (1998 - 2012),http://gateway.marvel.com/v1/public/series/421
1009435,Fantastic Four (1961 - 1998),http://gateway.marvel.com/v1/public/series/2121
1009435,Fantastic Four 1 2 3 4 (2001),http://gateway.marvel.com/v1/public/series/3292
1009435,Fantastic Four Annual (1963 - 1994),http://gateway.marvel.com/v1/public/series/2012
1009435,Fantastic Four Omnibus Vol. 1 (2007),http://gateway.marvel.com/v1/public/series/3090
1009435,FANTASTIC FOUR VISIONARIES: GEORGE PEREZ VOL. 1 TPB (2005),http://gateway.marvel.com/v1/public/series/1458
1009435,FANTASTIC FOUR VISIONARIES: JOHN BYRNE VOL. 2 TPB (2004),http://gateway.marvel.com/v1/public/series/341
1009435,Fantastic Four Visionaries: John Byrne Vol. 3 (2004),http://gateway.marvel.com/v1/public/series/1424
1009435,FANTASTIC FOUR VISIONARIES: WALTER SIMONSON VOL. 1 TPB (2007),http://gateway.marvel.com/v1/public/series/2254
1009435,Fantastic Four Vol. 2 (2005),http://gateway.marvel.com/v1/public/series/1266
1009435,Fantastic Four Vol. 2: Mr. And Mrs. Grimm (2019),http://gateway.marvel.com/v1/public/series/25306
1009435,Fantastic Four: 1234 (2001 - 2002),http://gateway.marvel.com/v1/public/series/2579
1009435,Fear Itself: FF (2011),http://gateway.marvel.com/v1/public/series/14102
1009435,Galactus the Devourer (1999 - 2000),http://gateway.marvel.com/v1/public/series/20424
1009435,Marvel Masterworks: The Fantastic Four Vol. 7 (2004),http://gateway.marvel.com/v1/public/series/1346
1009435,Marvel Two-in-One (1974 - 1983),http://gateway.marvel.com/v1/public/series/3715
1009435,Silver Surfer (1987 - 1998),http://gateway.marvel.com/v1/public/series/2288
1009435,Thing (1983 - 1986),http://gateway.marvel.com/v1/public/series/3667
1010370,Alpha Flight (2011 - 2012),http://gateway.marvel.com/v1/public/series/13907
1010370,Alpha Flight (2004 - 2005),http://gateway.marvel.com/v1/public/series/719
1010370,Alpha Flight (1983 - 1994),http://gateway.marvel.com/v1/public/series/2116
1010370,Alpha Flight (2023),http://gateway.marvel.com/v1/public/series/36873
1010370,Alpha Flight Facsimile Edition (2019),http://gateway.marvel.com/v1/public/series/27041
1010370,Alpha Flight: True North (2019),http://gateway.marvel.com/v1/public/series/27625
1010370,Amazing X-Men (2013 - 2015),http://gateway.marvel.com/v1/public/series/18142
1010370,Annihilation: Scourge (2020),http://gateway.marvel.com/v1/public/series/28069
1010370,Astonishing X-Men (2004 - 2013),http://gateway.marvel.com/v1/public/series/744
1010370,Avengers (1963 - 1996),http://gateway.marvel.com/v1/public/series/1991
1010370,Cable (1993 - 2002),http://gateway.marvel.com/v1/public/series/1995
1010370,Captain Marvel (2016 - 2017),http://gateway.marvel.com/v1/public/series/20718
1010370,Champions (2016 - 2019),http://gateway.marvel.com/v1/public/series/22552
1010370,Chaos War (2010 - 2011),http://gateway.marvel.com/v1/public/series/11854
1010370,Chaos War One-Shots (2010),http://gateway.marvel.com/v1/public/series/13468
1010370,Chaos War: Alpha Flight (2010),http://gateway.marvel.com/v1/public/series/13260
1010370,Civil War II: Choosing Sides (2016),http://gateway.marvel.com/v1/public/series/21692
1010370,Deadpool (2012 - 2015),http://gateway.marvel.com/v1/public/series/16542
1010370,Essential X-Men Vol. 2 (All-New Edition) (2011 - Present),http://gateway.marvel.com/v1/public/series/14399
1010370,Fantastic Four (1961 - 1998),http://gateway.marvel.com/v1/public/series/2121
1011324,Ultimate X-Men (2001 - 2009),http://gateway.marvel.com/v1/public/series/474
1011227,Agents of Atlas (2019),http://gateway.marvel.com/v1/public/series/27624
1011227,Atlantis Attacks (2020),http://gateway.marvel.com/v1/public/series/29600
1011227,Avengers (2016 - 2018),http://gateway.marvel.com/v1/public/series/22547
1011227,Champions (2019),http://gateway.marvel.com/v1/public/series/26592
1011227,Champions (2020),http://gateway.marvel.com/v1/public/series/29034
1011227,Champions (2016 - 2019),http://gateway.marvel.com/v1/public/series/22552
1011227,CHAMPIONS VOL. 1: CHANGE THE WORLD TPB (2017),http://gateway.marvel.com/v1/public/series/22755
1011227,CHAMPIONS VOL. 2: THE FREELANCER LIFESTYLE TPB (2017),http://gateway.marvel.com/v1/public/series/22756
1011227,Domino (2018),http://gateway.marvel.com/v1/public/series/24137
1011227,Fear Itself: The Home Front (2010),http://gateway.marvel.com/v1/public/series/13881
1011227,Generations (2017),http://gateway.marvel.com/v1/public/series/23684
1011227,Generations: Banner Hulk & The Totally Awesome Hulk (2017),http://gateway.marvel.com/v1/public/series/23281
1011227,Ghost Rider (2016 - 2017),http://gateway.marvel.com/v1/public/series/20866
1011227,GHOST RIDER: FOUR ON THE FLOOR TPB (2017),http://gateway.marvel.com/v1/public/series/20867
1011227,Hercules: Fall of an Avenger (2010),http://gateway.marvel.com/v1/public/series/9350
1011227,Hulk: Return to Planet Hulk (2018),http://gateway.marvel.com/v1/public/series/24832
1011227,Incredible Hercules (2008 - 2010),http://gateway.marvel.com/v1/public/series/3762
1011227,Incredible Hulk (2017 - 2018),http://gateway.marvel.com/v1/public/series/23635
1011227,Incredible Hulks (2010 - 2011),http://gateway.marvel.com/v1/public/series/8842
1011227,Marvel Legacy (2017),http://gateway.marvel.com/v1/public/series/23456
1009567,Excalibur (1988 - 1998),http://gateway.marvel.com/v1/public/series/2011
1009567,Nightcrawler (2014 - 2015),http://gateway.marvel.com/v1/public/series/18875
1011361,Marvel Comics Presents (1988 - 1995),http://gateway.marvel.com/v1/public/series/2039
1011361,Marvel's Voices: Heritage (2022),http://gateway.marvel.com/v1/public/series/34174
1009151,Elektra (1996 - 1998),http://gateway.marvel.com/v1/public/series/23024
1009151,Uncanny X-Men (1981 - 2011),http://gateway.marvel.com/v1/public/series/2258
1009151,Wolverine (1988 - 2003),http://gateway.marvel.com/v1/public/series/2262
1010672,Avengers (1996 - 1997),http://gateway.marvel.com/v1/public/series/3621
1010672,Journey Into Mystery (1996 - 1998),http://gateway.marvel.com/v1/public/series/13569
1010672,Journey Into Mystery (1952 - 1966),http://gateway.marvel.com/v1/public/series/2032
1010672,Thor (1998 - 2004),http://gateway.marvel.com/v1/public/series/581
1010673,Squadron Supreme (2006),http://gateway.marvel.com/v1/public/series/944
1010673,SQUADRON SUPREME : THE PRE-WAR YEARS (2006),http://gateway.marvel.com/v1/public/series/1791
1010673,Squadron Supreme: New World Order (1999),http://gateway.marvel.com/v1/public/series/3685
1009152,Doctor Strange (1974 - 1988),http://gateway.marvel.com/v1/public/series/3740
1009152,DOCTOR STRANGE AND THE SORCERERS SUPREME VOL. 1: OUT OF TIME TPB (2017),http://gateway.marvel.com/v1/public/series/22767
1009152,"Doctor Strange, Sorcerer Supreme (1988 - 1996)",http://gateway.marvel.com/v1/public/series/3741
1009152,Doctor Strange: Masterworks Vol. 7 (2016),http://gateway.marvel.com/v1/public/series/21012
1009152,Guardians of the Galaxy (1990 - 1994),http://gateway.marvel.com/v1/public/series/19019
1009152,Guardians of the Galaxy Annual (1991),http://gateway.marvel.com/v1/public/series/19020
1009152,Guidebook to the Marvel Cinematic Universe (2015 - 2017),http://gateway.marvel.com/v1/public/series/23007
1009152,MARVEL MASTERWORKS: DOCTOR STRANGE (2005),http://gateway.marvel.com/v1/public/series/1468
1009152,Strange Tales (1951 - 1968),http://gateway.marvel.com/v1/public/series/2076
1009152,Untold Tales of Spider-Man: Strange Encounter (1998),http://gateway.marvel.com/v1/public/series/25557
1009152,What If? (1989 - 1998),http://gateway.marvel.com/v1/public/series/3648
1016824,Ultimate Marvel Team-Up (2001 - 2002),http://gateway.marvel.com/v1/public/series/2311
1016824,Ultimate Marvel Team-Up Ultimate Collection (2006),http://gateway.marvel.com/v1/public/series/1823
1011684,New X-Men (2006),http://gateway.marvel.com/v1/public/series/1807
1011684,New X-Men (2001 - 2004),http://gateway.marvel.com/v1/public/series/2281
1011684,New X-Men Vol. 2: Germ-Free Generation GN-TPB (2011 - Present),http://gateway.marvel.com/v1/public/series/13801
1011684,NEW X-MEN: IMPERIAL (2005),http://gateway.marvel.com/v1/public/series/1166
1011396,Incredible Hercules (2008 - 2010),http://gateway.marvel.com/v1/public/series/3762
1011396,MARVEL MASTERWORKS: GOLDEN AGE MARVEL COMICS (2006),http://gateway.marvel.com/v1/public/series/1730
1011396,Marvel Mystery Comics (1939 - 1949),http://gateway.marvel.com/v1/public/series/2981
1011396,The Marvels Project (2009 - 2010),http://gateway.marvel.com/v1/public/series/8395
1011396,The Marvels Project (2011),http://gateway.marvel.com/v1/public/series/10470
1011338,Ultimate X-Men (2001 - 2009),http://gateway.marvel.com/v1/public/series/474
1011338,Ultimate X-Men Annual (2005 - 2006),http://gateway.marvel.com/v1/public/series/1055
1011338,ULTIMATE X-MEN VOL. 14: PHOENIX TPB (2006),http://gateway.marvel.com/v1/public/series/1662
1009153,All-New Wolverine (2015 - 2018),http://gateway.marvel.com/v1/public/series/20682
1009153,Angel: Revelations (2007 - 2008),http://gateway.marvel.com/v1/public/series/4811
1009153,Astonishing X-Men (2017 - 2018),http://gateway.marvel.com/v1/public/series/23262
1009153,Astonishing X-Men by Charles Soule Vol. 1: Life of X (2018),http://gateway.marvel.com/v1/public/series/24018
1009153,Champions (1975 - 1978),http://gateway.marvel.com/v1/public/series/2001
1009153,Decimation: Generation M (2006),http://gateway.marvel.com/v1/public/series/1635
1009153,Defenders (1972 - 1986),http://gateway.marvel.com/v1/public/series/3743
1009153,"DEFENDERS EPIC COLLECTION: ASHES, ASHES… TPB (2017)",http://gateway.marvel.com/v1/public/series/22406
1009153,Empyre: X-Men (2020),http://gateway.marvel.com/v1/public/series/30527
1009153,Fantastic Four (1961 - 1998),http://gateway.marvel.com/v1/public/series/2121
1009153,Fantastic Four Annual (1963 - 1994),http://gateway.marvel.com/v1/public/series/2012
1009153,Fantastic Four Omnibus Vol. 2 (2007),http://gateway.marvel.com/v1/public/series/2435
1009153,FANTASTIC FOUR VISIONARIES: JOHN BYRNE VOL. 2 TPB (2004),http://gateway.marvel.com/v1/public/series/341
1009153,Gambit Annual (2000),http://gateway.marvel.com/v1/public/series/21726
1009153,Gambit: From the Marvel Vault (2011),http://gateway.marvel.com/v1/public/series/13853
1009153,Generation M (2005 - 2006),http://gateway.marvel.com/v1/public/series/973
1009153,Genext (2008),http://gateway.marvel.com/v1/public/series/4819
1009153,Giant-Size X-Men (2024 - Present),http://gateway.marvel.com/v1/public/series/38953
1009153,Iceman (2017 - 2018),http://gateway.marvel.com/v1/public/series/23096
1009153,Iceman and Angel (2010),http://gateway.marvel.com/v1/public/series/13344
1017574,1602 Witch Hunter Angela (2015),http://gateway.marvel.com/v1/public/series/19244
1017574,Angela: Queen of Hel (2015 - 2016),http://gateway.marvel.com/v1/public/series/20696
1017574,Asgardians of the Galaxy (2018 - 2019),http://gateway.marvel.com/v1/public/series/25996
1017574,Asgardians Of The Galaxy Vol. 1: The Infinity Armada (2019),http://gateway.marvel.com/v1/public/series/25997
1017574,Guardians of the Galaxy (2013 - 2015),http://gateway.marvel.com/v1/public/series/16410
1017574,Guardians of the Galaxy (2015 - 2017),http://gateway.marvel.com/v1/public/series/20465
1017574,GUARDIANS OF THE GALAXY VOL. 4 HC (2017),http://gateway.marvel.com/v1/public/series/22420
1017574,Guardians of The Galaxy: New Guard Vol. 3 - Civil War II (2017),http://gateway.marvel.com/v1/public/series/22117
1017574,GUARDIANS OF THE GALAXY: NEW GUARD VOL. 3 - CIVIL WAR II TPB (2017),http://gateway.marvel.com/v1/public/series/22118
1017574,Immortal Thor (2023 - Present),http://gateway.marvel.com/v1/public/series/37429
1017574,Marvel's Voices: Pride (2021),http://gateway.marvel.com/v1/public/series/32375
1017574,Mighty Thor Vol. 3: The Asgard/Shi'ar War (2017),http://gateway.marvel.com/v1/public/series/22120
1017574,Mighty Thor Vol. 3: The Asgard/Shi'ar War (2018),http://gateway.marvel.com/v1/public/series/22121
1017574,Original Sin (2014),http://gateway.marvel.com/v1/public/series/18681
1017574,Strikeforce (2019 - 2020),http://gateway.marvel.com/v1/public/series/27891
1017574,Thor (2018 - 2019),http://gateway.marvel.com/v1/public/series/24308
1010674,"Anita Blake, Vampire Hunter: Guilty Pleasures (2006 - 2008)",http://gateway.marvel.com/v1/public/series/1152
1009154,"All-New, All-Different Avengers (2015 - 2016)",http://gateway.marvel.com/v1/public/series/20443
1009154,Amazing Spider-Man (1999 - 2013),http://gateway.marvel.com/v1/public/series/454
1009154,Annihilation (2006 - 2007),http://gateway.marvel.com/v1/public/series/3613
1009154,Annihilation: Nova (2006),http://gateway.marvel.com/v1/public/series/1081
1009154,Annihilation: Silver Surfer (2006),http://gateway.marvel.com/v1/public/series/1078
1009154,Annihilation: The Complete Collection Vol. 1 (2018),http://gateway.marvel.com/v1/public/series/24256
1009154,Annihilation: The Nova Corps (2006),http://gateway.marvel.com/v1/public/series/1115
1009154,Essential Fantastic Four Vol. 4 (2005),http://gateway.marvel.com/v1/public/series/1263
