character_id,story_name,story_type,story_resourceURI
1009144,In Sin Airy X,interiorStory,http://gateway.marvel.com/v1/public/stories/28233
1009144,[The Brothers Part I],interiorStory,http://gateway.marvel.com/v1/public/stories/28971
1009144,The Red Skull Lives!,interiorStory,http://gateway.marvel.com/v1/public/stories/34426
1009144,He Who Holds the Cosmic Cube,interiorStory,http://gateway.marvel.com/v1/public/stories/34435
1009144,The Maddening Mystery of the Inconceivable Adaptoid!,interiorStory,http://gateway.marvel.com/v1/public/stories/34441
1009144,If This Be... Modok,interiorStory,http://gateway.marvel.com/v1/public/stories/34486
1009144,A Time to Die -- A Time to Live!,interiorStory,http://gateway.marvel.com/v1/public/stories/34489
1009144,At the Mercy of the Maggia,interiorStory,http://gateway.marvel.com/v1/public/stories/34500
1010699,Dark Avengers (2012) #177,cover,http://gateway.marvel.com/v1/public/stories/92376
1010699,Interior #92377,interiorStory,http://gateway.marvel.com/v1/public/stories/92377
1010699,Dark Avengers (2012) #179,cover,http://gateway.marvel.com/v1/public/stories/92370
1010699,Interior #92371,interiorStory,http://gateway.marvel.com/v1/public/stories/92371
1010699,Dark Avengers (2012) #180,cover,http://gateway.marvel.com/v1/public/stories/92372
1010699,Interior #92373,interiorStory,http://gateway.marvel.com/v1/public/stories/92373
1010699,Dark Avengers (2012) #181,cover,http://gateway.marvel.com/v1/public/stories/92380
1010699,Interior #92381,interiorStory,http://gateway.marvel.com/v1/public/stories/92381
1010699,Dark Avengers (2012) #182,cover,http://gateway.marvel.com/v1/public/stories/92398
1010699,Interior #92399,interiorStory,http://gateway.marvel.com/v1/public/stories/92399
1010699,Dark Avengers (2012) #183,cover,http://gateway.marvel.com/v1/public/stories/92396
1010699,Interior #92397,interiorStory,http://gateway.marvel.com/v1/public/stories/92397
1010699,Hulk (2008) #43,cover,http://gateway.marvel.com/v1/public/stories/89190
1010699,Interior #90002,interiorStory,http://gateway.marvel.com/v1/public/stories/90002
1010699,Universe X (2000) #7,cover,http://gateway.marvel.com/v1/public/stories/25649
1010699,Interior #25650,interiorStory,http://gateway.marvel.com/v1/public/stories/25650
1010699,Universe X (2000) #6,cover,http://gateway.marvel.com/v1/public/stories/25647
1010699,Interior #25648,interiorStory,http://gateway.marvel.com/v1/public/stories/25648
1010699,Universe X (2000) #8,cover,http://gateway.marvel.com/v1/public/stories/25651
1010699,Interior #25652,interiorStory,http://gateway.marvel.com/v1/public/stories/25652
1009146,4 of 4 - 4XLS,cover,http://gateway.marvel.com/v1/public/stories/4946
1009146,Irredeemable Ant-Man (2006) #1,cover,http://gateway.marvel.com/v1/public/stories/5496
1009146,Cover #12370,cover,http://gateway.marvel.com/v1/public/stories/12370
1009146,Whosoever Harms the Hulk..!,interiorStory,http://gateway.marvel.com/v1/public/stories/12372
1009146,[none],cover,http://gateway.marvel.com/v1/public/stories/18419
1009146,The Stars Mine Enemy,interiorStory,http://gateway.marvel.com/v1/public/stories/18420
1009146,Cover #18776,cover,http://gateway.marvel.com/v1/public/stories/18776
1009146,Moving On,,http://gateway.marvel.com/v1/public/stories/18914
1009146,Shades of Green,,http://gateway.marvel.com/v1/public/stories/19024
1009146,Who Shall Fear The Green Goliath?,cover,http://gateway.marvel.com/v1/public/stories/19081
1009146,Last Legs,interiorStory,http://gateway.marvel.com/v1/public/stories/19082
1009146,The Great Astonishment - Chapter One: Auld Lang Syne,interiorStory,http://gateway.marvel.com/v1/public/stories/19119
1009146,The Great Astonishment - Chapter Two: The Edge of Universal Pain,interiorStory,http://gateway.marvel.com/v1/public/stories/19122
1009146,INCREDIBLE HULK (1962) #474,cover,http://gateway.marvel.com/v1/public/stories/19124
1009146,The Great Astonishment - Conclusion: It's All True!,interiorStory,http://gateway.marvel.com/v1/public/stories/19125
1009146,Earth X Chapter Seven,interiorStory,http://gateway.marvel.com/v1/public/stories/24932
1009146,History Repeats,interiorStory,http://gateway.marvel.com/v1/public/stories/28284
1009146,A Day in Purgatory,cover,http://gateway.marvel.com/v1/public/stories/29287
1009146,Eve of Destruction,interiorStory,http://gateway.marvel.com/v1/public/stories/29327
1009146,Always on My Mind,interiorStory,http://gateway.marvel.com/v1/public/stories/29357
1016823,Free Preview of THE INCREDIBLE HULK #50,interiorStory,http://gateway.marvel.com/v1/public/stories/31883
1016823,Hulk (2008) #50,cover,http://gateway.marvel.com/v1/public/stories/92098
1016823,Interior #92099,interiorStory,http://gateway.marvel.com/v1/public/stories/92099
1009148,1 of 1,cover,http://gateway.marvel.com/v1/public/stories/4988
1009148,Thor (1966) #375,cover,http://gateway.marvel.com/v1/public/stories/17049
1009148,Shadows of the Past,interiorStory,http://gateway.marvel.com/v1/public/stories/17050
1009148,Heroes Always Win...Don't They?,cover,http://gateway.marvel.com/v1/public/stories/17051
1009148,THOR (1966) #490,cover,http://gateway.marvel.com/v1/public/stories/17342
1009148,A Wing and a Prayer,interiorStory,http://gateway.marvel.com/v1/public/stories/17412
1009148,Encounter On Easter Island!,interiorStory,http://gateway.marvel.com/v1/public/stories/18670
1009148,Secret Wars (1984) #6,cover,http://gateway.marvel.com/v1/public/stories/21604
1009148,Secret Wars (1984) #7,cover,http://gateway.marvel.com/v1/public/stories/21606
1009148,Paradise X Issue 0,interiorStory,http://gateway.marvel.com/v1/public/stories/26016
1009148,The Hunted Part 3,interiorStory,http://gateway.marvel.com/v1/public/stories/28708
1009148,,pinup,http://gateway.marvel.com/v1/public/stories/31596
1009148,Downtown Demolition,interiorStory,http://gateway.marvel.com/v1/public/stories/31597
1009148,A Wing and a Prayer,interiorStory,http://gateway.marvel.com/v1/public/stories/37745
1009148,The Absorbing Man Wants You,interiorStory,http://gateway.marvel.com/v1/public/stories/43763
1009148,Creel and Inhuman Treatment,interiorStory,http://gateway.marvel.com/v1/public/stories/43765
1009148,Cover #64101,cover,http://gateway.marvel.com/v1/public/stories/64101
1009148,Interior #64737,interiorStory,http://gateway.marvel.com/v1/public/stories/64737
1009148,Cover #93755,cover,http://gateway.marvel.com/v1/public/stories/93755
1009148,Interior #80992,interiorStory,http://gateway.marvel.com/v1/public/stories/80992
1009149,A Beginning,interiorStory,http://gateway.marvel.com/v1/public/stories/26281
1009149,Utility of Myth,interiorStory,http://gateway.marvel.com/v1/public/stories/28352
1009149,Army Ants,interiorStory,http://gateway.marvel.com/v1/public/stories/28356
1009149,Ballroom Blitzkrieg,interiorStory,http://gateway.marvel.com/v1/public/stories/28358
1009149,Staring Contests are for Suckers,interiorStory,http://gateway.marvel.com/v1/public/stories/28360
1009149,The Draco Part One: Sins of the Father,interiorStory,http://gateway.marvel.com/v1/public/stories/28407
1009149,The Draco Part Three,interiorStory,http://gateway.marvel.com/v1/public/stories/28411
1009149,The Draco Part Four,interiorStory,http://gateway.marvel.com/v1/public/stories/28413
1010903,X-Facts,,http://gateway.marvel.com/v1/public/stories/38448
1010903,X-Men: Alpha (1994) #1,cover,http://gateway.marvel.com/v1/public/stories/26280
1010354,"Cry, the Bedeviled Planet!",interiorStory,http://gateway.marvel.com/v1/public/stories/12569
1010354,Forever Evil,interiorStory,http://gateway.marvel.com/v1/public/stories/13121
1010354,Triumph On Terra-Two,,http://gateway.marvel.com/v1/public/stories/18503
1010354,Cover #19847,cover,http://gateway.marvel.com/v1/public/stories/19847
1010354,Performance,interiorStory,http://gateway.marvel.com/v1/public/stories/19848
1010354,Days of Future Present Part 4,cover,http://gateway.marvel.com/v1/public/stories/19859
1010354,You Must Remember This,interiorStory,http://gateway.marvel.com/v1/public/stories/19860
1010354,"The Adventures of Lockheed the Space Dragon and His Pet Girl, Kitty",interiorStory,http://gateway.marvel.com/v1/public/stories/19883
1010354,The Saga of Storm: Goddess of Thunder,cover,http://gateway.marvel.com/v1/public/stories/19884
1010354,There's No Place Like Home,interiorStory,http://gateway.marvel.com/v1/public/stories/19885
1010354,Cover #19887,cover,http://gateway.marvel.com/v1/public/stories/19887
1010354,And Men Shall Call Him Warlock,interiorStory,http://gateway.marvel.com/v1/public/stories/19888
1010354,Cover #19911,cover,http://gateway.marvel.com/v1/public/stories/19911
1010354,The Hounds of Helios,,http://gateway.marvel.com/v1/public/stories/19912
1010354,WARLOCK (1972) #1,cover,http://gateway.marvel.com/v1/public/stories/20169
1010354,The Day of the Prophet,interiorStory,http://gateway.marvel.com/v1/public/stories/20170
1010354,WARLOCK (1972) #10,cover,http://gateway.marvel.com/v1/public/stories/20171
1010354,How Strange My Destiny!  The Price!  Part I  Chapter I,interiorStory,http://gateway.marvel.com/v1/public/stories/20172
1010354,WARLOCK (1972) #11,cover,http://gateway.marvel.com/v1/public/stories/20173
1010354,How Strange My Destiny  Part 2 - Chapter 4,interiorStory,http://gateway.marvel.com/v1/public/stories/20174
1017851,cover from New Agents of Atlas (2019) #1,cover,http://gateway.marvel.com/v1/public/stories/170874
1017851,cover from Aero (2019) #2,cover,http://gateway.marvel.com/v1/public/stories/169572
1017851,cover from Aero (2019) #1,cover,http://gateway.marvel.com/v1/public/stories/169570
1017851,cover from Aero (2019) #3,cover,http://gateway.marvel.com/v1/public/stories/169574
1017851,cover from Aero (2019) #4,cover,http://gateway.marvel.com/v1/public/stories/169576
1017851,cover from New Agents of Atlas (2019) #3,cover,http://gateway.marvel.com/v1/public/stories/170878
1017851,cover from Aero (2019) #5,cover,http://gateway.marvel.com/v1/public/stories/169578
1017851,cover from Aero (2019) #6,cover,http://gateway.marvel.com/v1/public/stories/169580
1017851,cover from New Agents of Atlas (2019) #5,cover,http://gateway.marvel.com/v1/public/stories/170882
1017851,cover from Aero (2019) #7,cover,http://gateway.marvel.com/v1/public/stories/169582
1017851,cover from Agents of Atlas: Atlantis Attacks (2020) #1,cover,http://gateway.marvel.com/v1/public/stories/185766
1017851,cover from Aero (2019) #8,cover,http://gateway.marvel.com/v1/public/stories/169584
1017851,cover from Agents of Atlas: Atlantis Attacks (2020) #2,cover,http://gateway.marvel.com/v1/public/stories/185774
1017851,cover from Aero (2019) #9,cover,http://gateway.marvel.com/v1/public/stories/169586
1017851,cover from Agents of Atlas: Atlantis Attacks (2020) #3,cover,http://gateway.marvel.com/v1/public/stories/185776
1017851,cover from Aero (2019) #10,cover,http://gateway.marvel.com/v1/public/stories/169588
1017851,cover from Agents of Atlas: Atlantis Attacks (2020) #4,cover,http://gateway.marvel.com/v1/public/stories/185778
1017851,cover from Aero (2019) #11,cover,http://gateway.marvel.com/v1/public/stories/169590
1017851,cover from Aero (2019) #12,cover,http://gateway.marvel.com/v1/public/stories/169592
1017851,cover from Agents of Atlas: Atlantis Attacks (2020) #5,cover,http://gateway.marvel.com/v1/public/stories/185780
1012717,interior to Scarlet Witch (1994) #1,interiorStory,http://gateway.marvel.com/v1/public/stories/135317
1012717,interior to Scarlet Witch (1994) #3,interiorStory,http://gateway.marvel.com/v1/public/stories/135321
1012717,interior to Scarlet Witch (1994) #4,interiorStory,http://gateway.marvel.com/v1/public/stories/135323
1012717,cover from Scarlet Witch (2015) #13,cover,http://gateway.marvel.com/v1/public/stories/130587
1012717,Avengers (1996) #1,cover,http://gateway.marvel.com/v1/public/stories/37673
1012717,Avengers (1996) #2,cover,http://gateway.marvel.com/v1/public/stories/37688
1012717,Avengers (1996) #3,cover,http://gateway.marvel.com/v1/public/stories/37690
1012717,Avengers (1996) #4,cover,http://gateway.marvel.com/v1/public/stories/37693
1012717,Avengers (1996) #8,cover,http://gateway.marvel.com/v1/public/stories/37701
1012717,Ultimate Fantastic Four (2003) #54,cover,http://gateway.marvel.com/v1/public/stories/46790
1012717,Namor War 1 of 4,interiorStory,http://gateway.marvel.com/v1/public/stories/46791
1012717,Ultimate Fantastic Four (2003) #55,cover,http://gateway.marvel.com/v1/public/stories/47112
1012717,Namor War 2 of 4,interiorStory,http://gateway.marvel.com/v1/public/stories/47113
1012717,Ultimate Fantastic Four (2003) #56,cover,http://gateway.marvel.com/v1/public/stories/47425
1012717,3 of 4 - Salem Seven,interiorStory,http://gateway.marvel.com/v1/public/stories/47426
1012717,Avengers Fairy Tales (2008) #4,cover,http://gateway.marvel.com/v1/public/stories/47169
1012717,The Wizard of Oz,interiorStory,http://gateway.marvel.com/v1/public/stories/47170
1012717,Ancestors,interiorStory,http://gateway.marvel.com/v1/public/stories/39325
1012717,The Return of the Frightful Four,interiorStory,http://gateway.marvel.com/v1/public/stories/13503
1012717,VISION AND THE SCARLET WITCH (1985) #12,cover,http://gateway.marvel.com/v1/public/stories/39320
1011297,Interior #3353,interiorStory,http://gateway.marvel.com/v1/public/stories/3353
1011297,Astonishing X-Men (2004) #38,interiorStory,http://gateway.marvel.com/v1/public/stories/89900
1011297,Heralds TPB,cover,http://gateway.marvel.com/v1/public/stories/90548
1011297, Interior  Astonishing X-Men (2004) #40,interiorStory,http://gateway.marvel.com/v1/public/stories/90853
1011297,Interior #90819,interiorStory,http://gateway.marvel.com/v1/public/stories/90819
1011297,ASTONISHING X-MEN (2004) #21,cover,http://gateway.marvel.com/v1/public/stories/7670
1011297,ASTONISHING X-MEN (2004) #22,cover,http://gateway.marvel.com/v1/public/stories/8144
1011297,ASTONISHING X-MEN (2004) #23,cover,http://gateway.marvel.com/v1/public/stories/32919
1011297,ASTONISHING X-MEN (2004) #24,cover,http://gateway.marvel.com/v1/public/stories/36374
1011297,ASTONISHING X-MEN (2004) #32,cover,http://gateway.marvel.com/v1/public/stories/54039
1011297,ASTONISHING X-MEN (2004) #33,cover,http://gateway.marvel.com/v1/public/stories/54041
1011297,ASTONISHING X-MEN (2004) #38,cover,http://gateway.marvel.com/v1/public/stories/89830
1011297,ASTONISHING X-MEN (2004) #40,cover,http://gateway.marvel.com/v1/public/stories/90944
1011297,cover from Captain Marvel (2016) #5,cover,http://gateway.marvel.com/v1/public/stories/133289
1011297,Cable and X-Force (2012) #8,cover,http://gateway.marvel.com/v1/public/stories/103418
1011297,story from Cable and X-Force (2012) #8,interiorStory,http://gateway.marvel.com/v1/public/stories/103419
1011297,S.W.O.R.D. (2009) #2,cover,http://gateway.marvel.com/v1/public/stories/57763
1011297,S.W.O.R.D. (2009) #3,cover,http://gateway.marvel.com/v1/public/stories/57765
1011297,S.W.O.R.D. (2009) #4,cover,http://gateway.marvel.com/v1/public/stories/57767
1011297,S.W.O.R.D. (2009) #5,cover,http://gateway.marvel.com/v1/public/stories/69862
1011031,CABLE & DEADPOOL (2004) #12,cover,http://gateway.marvel.com/v1/public/stories/2484
1011031,AGENT X (2002) #1,cover,http://gateway.marvel.com/v1/public/stories/37514
1011031,Dead Man's Switch Part One,interiorStory,http://gateway.marvel.com/v1/public/stories/37515
1011031,AGENT X (2002) #11,cover,http://gateway.marvel.com/v1/public/stories/37518
1011031,AGENT X (2002) #2,cover,http://gateway.marvel.com/v1/public/stories/37525
1011031,Dead Man's Switch Part Two,interiorStory,http://gateway.marvel.com/v1/public/stories/37526
1011031,AGENT X (2002) #3,cover,http://gateway.marvel.com/v1/public/stories/37527
1011031,Dead Man's Switch Part Three,interiorStory,http://gateway.marvel.com/v1/public/stories/37528
1011031,AGENT X (2002) #4,cover,http://gateway.marvel.com/v1/public/stories/37529
1011031,Dead Man's Switch Part Four,interiorStory,http://gateway.marvel.com/v1/public/stories/37530
1011031,AGENT X (2002) #5,cover,http://gateway.marvel.com/v1/public/stories/37531
1011031,Dead Man's Switch Part Five,interiorStory,http://gateway.marvel.com/v1/public/stories/37532
1011031,AGENT X (2002) #6,cover,http://gateway.marvel.com/v1/public/stories/37533
1011031,Dead Man's Switch Part Six,interiorStory,http://gateway.marvel.com/v1/public/stories/37534
1011031,"Cable & Deadpool (2004) #46, Zombie Variant",cover,http://gateway.marvel.com/v1/public/stories/94769
1011031,AGENT X (2002) #7,cover,http://gateway.marvel.com/v1/public/stories/37535
1011031,AGENT X (2002) #8,cover,http://gateway.marvel.com/v1/public/stories/67704
1011031,AGENT X (2002) #9,cover,http://gateway.marvel.com/v1/public/stories/67705
1011031,AGENT X (2002) #10,cover,http://gateway.marvel.com/v1/public/stories/37516
1011031,AGENT X (2002) #12,cover,http://gateway.marvel.com/v1/public/stories/67703
1009150,The Hunted Part 2,interiorStory,http://gateway.marvel.com/v1/public/stories/28706
1009150,The Hunted Part 5,interiorStory,http://gateway.marvel.com/v1/public/stories/28712
1009150,The Logan Files Epilogue,interiorStory,http://gateway.marvel.com/v1/public/stories/28738
1009150,Counting Coup,interiorStory,http://gateway.marvel.com/v1/public/stories/28881
1009150,Nightmare Quest!,interiorStory,http://gateway.marvel.com/v1/public/stories/28883
1009150,Reunion!,interiorStory,http://gateway.marvel.com/v1/public/stories/28885
1009150,Bastions of Glory!,interiorStory,http://gateway.marvel.com/v1/public/stories/28887
1009150,What Goes Around...,interiorStory,http://gateway.marvel.com/v1/public/stories/28889
1009150,Valley O' Death,interiorStory,http://gateway.marvel.com/v1/public/stories/28895
1009150,Epsilon Red,interiorStory,http://gateway.marvel.com/v1/public/stories/28897
1009150,Showdown In Lowtown,interiorStory,http://gateway.marvel.com/v1/public/stories/28941
1009150,Last Stand,interiorStory,http://gateway.marvel.com/v1/public/stories/29125
1009150,Over...Again,interiorStory,http://gateway.marvel.com/v1/public/stories/29139
1009150,Second Contact,interiorStory,http://gateway.marvel.com/v1/public/stories/38511
1009150,Among Us--A Sabretooth,cover,http://gateway.marvel.com/v1/public/stories/38554
1009150,The Whispers Scream,interiorStory,http://gateway.marvel.com/v1/public/stories/38555
1009150,Sabretooth Vs. Maverick: Severed Ties,pinup,http://gateway.marvel.com/v1/public/stories/38556
1009150,Maverick,,http://gateway.marvel.com/v1/public/stories/38650
1009150,Maverick,,http://gateway.marvel.com/v1/public/stories/38903
1009150,WEAPON X (2002) #12,cover,http://gateway.marvel.com/v1/public/stories/50756
1011198,1 of 6 - 6 XLS-,interiorStory,http://gateway.marvel.com/v1/public/stories/6009
1011198,2 of 6 - 6 XLS -,interiorStory,http://gateway.marvel.com/v1/public/stories/6011
1011198,3 of 6 - 6 XLS -,interiorStory,http://gateway.marvel.com/v1/public/stories/6013
1011198,4 of 6 - 6 XLS -,interiorStory,http://gateway.marvel.com/v1/public/stories/6015
1011198,5 of 6 - 6 XLS -,interiorStory,http://gateway.marvel.com/v1/public/stories/6017
1011198,5 of 6 - Story A - 6XLS,interiorStory,http://gateway.marvel.com/v1/public/stories/6019
1011198,1 of 3,interiorStory,http://gateway.marvel.com/v1/public/stories/52393
1011198,1 of 3,interiorStory,http://gateway.marvel.com/v1/public/stories/52395
1011198,2 of 3,interiorStory,http://gateway.marvel.com/v1/public/stories/52861
1011198,2 of 3,interiorStory,http://gateway.marvel.com/v1/public/stories/52863
1011198,3 of 3,interiorStory,http://gateway.marvel.com/v1/public/stories/53263
1011198,3 of 3,interiorStory,http://gateway.marvel.com/v1/public/stories/53265
1011198,3 of 3,interiorStory,http://gateway.marvel.com/v1/public/stories/53266
1011198,1 of 2,interiorStory,http://gateway.marvel.com/v1/public/stories/53669
1011198,2 of 2,interiorStory,http://gateway.marvel.com/v1/public/stories/53673
1011198,2 of 2,interiorStory,http://gateway.marvel.com/v1/public/stories/53675
1011198,Interior #53893,interiorStory,http://gateway.marvel.com/v1/public/stories/53893
1011198,Interior #53895,interiorStory,http://gateway.marvel.com/v1/public/stories/53895
1011198,Interior #53897,interiorStory,http://gateway.marvel.com/v1/public/stories/53897
1011198,Interior #53899,interiorStory,http://gateway.marvel.com/v1/public/stories/53899
1011136,Magical Mystery Tour,interiorStory,http://gateway.marvel.com/v1/public/stories/34082
1011136,Matters of the Heart,interiorStory,http://gateway.marvel.com/v1/public/stories/34085
1011136,Annihilation: Silver Surfer (2006) #1,cover,http://gateway.marvel.com/v1/public/stories/5925
1011176,Incredible Hercules (2008) #117,cover,http://gateway.marvel.com/v1/public/stories/46776
1011176,Interior #46777,interiorStory,http://gateway.marvel.com/v1/public/stories/46777
1011176,Incredible Hercules (2008) #118,cover,http://gateway.marvel.com/v1/public/stories/47097
1011176,Interior #47098,interiorStory,http://gateway.marvel.com/v1/public/stories/47098
1011176,Incredible Hercules (2008) #119,cover,http://gateway.marvel.com/v1/public/stories/47415
1011176,3 of 4 - Secret Invasion,interiorStory,http://gateway.marvel.com/v1/public/stories/47416
1011176,Incredible Hercules (2008) #120,cover,http://gateway.marvel.com/v1/public/stories/47721
1011176,4 of 4 - Secret Invasion,interiorStory,http://gateway.marvel.com/v1/public/stories/47722
1011120,NEW EXCALIBUR (2005) #23,cover,http://gateway.marvel.com/v1/public/stories/33247
1010836,Thor and the Warriors Four (2010) #1,cover,http://gateway.marvel.com/v1/public/stories/71416
1010836,X-Men and Power Pack (2005) #1,cover,http://gateway.marvel.com/v1/public/stories/5463
1010836,1 of 4 - 4XLS,interiorStory,http://gateway.marvel.com/v1/public/stories/5464
1010836,X-Men and Power Pack (2005) #2,cover,http://gateway.marvel.com/v1/public/stories/5465
1010836,2 of 4 - 4XLS,interiorStory,http://gateway.marvel.com/v1/public/stories/5466
1010836,X-Men and Power Pack (2005) #3,cover,http://gateway.marvel.com/v1/public/stories/5467
1010836,3 of 4 - 4XLS,interiorStory,http://gateway.marvel.com/v1/public/stories/5468
1010836,X-Men and Power Pack (2005) #4,cover,http://gateway.marvel.com/v1/public/stories/5469
1010836,4 of 4 - 4XLS,interiorStory,http://gateway.marvel.com/v1/public/stories/5470
1010836,cover from Power Pack (2017) #125,cover,http://gateway.marvel.com/v1/public/stories/141276
1010836,Thor and the Warriors Four (2010) #2,cover,http://gateway.marvel.com/v1/public/stories/71420
1010836,Thor and the Warriors Four (2010) #3,cover,http://gateway.marvel.com/v1/public/stories/71424
1010836,Thor and the Warriors Four (2010) #4,cover,http://gateway.marvel.com/v1/public/stories/71428
1010836,Iron Man and Power Pack (2007) #1,cover,http://gateway.marvel.com/v1/public/stories/36224
1010836,4XLS 1 of 4,interiorStory,http://gateway.marvel.com/v1/public/stories/36225
1010836,Iron Man and Power Pack (2007) #2,cover,http://gateway.marvel.com/v1/public/stories/36519
1010836,4XLS 2 of 4,interiorStory,http://gateway.marvel.com/v1/public/stories/36520
1010836,Iron Man and Power Pack (2007) #3,cover,http://gateway.marvel.com/v1/public/stories/36949
1010836,4XLS 3 of 4,interiorStory,http://gateway.marvel.com/v1/public/stories/36950
1010836,Iron Man and Power Pack (2007) #4,cover,http://gateway.marvel.com/v1/public/stories/44388
1010755,"Pride and Joy, Part 1 of 6",interiorStory,http://gateway.marvel.com/v1/public/stories/30606
1010755,Cover #30622,cover,http://gateway.marvel.com/v1/public/stories/30622
1010755,"Pride and Joy, Part 2 of 6",interiorStory,http://gateway.marvel.com/v1/public/stories/30623
1010755,"Pride and Joy, Part 3 of 6",interiorStory,http://gateway.marvel.com/v1/public/stories/30625
1010755,"Pride and Joy, Part 4 of 6",interiorStory,http://gateway.marvel.com/v1/public/stories/30627
1010755,"Pride and Joy, Part 5 of 6",interiorStory,http://gateway.marvel.com/v1/public/stories/30629
1010755,"Pride and Joy, Part 6 of 6",interiorStory,http://gateway.marvel.com/v1/public/stories/30631
1010755,cover from Power Man and Iron Fist (2016) #14,cover,http://gateway.marvel.com/v1/public/stories/131977
1010755,cover from Runaways (2017) #17,cover,http://gateway.marvel.com/v1/public/stories/156957
1009497,Secret Warriors (2008) #12,interiorStory,http://gateway.marvel.com/v1/public/stories/57873
1009435,"""2: Staring at the Fish Tank""",interiorStory,http://gateway.marvel.com/v1/public/stories/32850
1009435,"""3: Darkness and the Mole Man""",interiorStory,http://gateway.marvel.com/v1/public/stories/32855
1009435,"""4: Prime Mover""",interiorStory,http://gateway.marvel.com/v1/public/stories/32860
1009435,Cover #40123,cover,http://gateway.marvel.com/v1/public/stories/40123
1009435,Cover #40125,cover,http://gateway.marvel.com/v1/public/stories/40125
1009435,Only The Invisible Girl Can Save Us Now!,interiorStory,http://gateway.marvel.com/v1/public/stories/41360
1009435,Game Point!,interiorStory,http://gateway.marvel.com/v1/public/stories/41370
1009435,Interior #85537,interiorStory,http://gateway.marvel.com/v1/public/stories/85537
1009435,GALACTUS THE DEVOURER (1999) #1,cover,http://gateway.marvel.com/v1/public/stories/135424
