character_id,event_name,event_resourceURI
1009164,Fall of the Mutants,http://gateway.marvel.com/v1/public/events/248
1009164,Kings of Pain,http://gateway.marvel.com/v1/public/events/32
1009164,Mutant Massacre,http://gateway.marvel.com/v1/public/events/263
1009164,Secret Wars,http://gateway.marvel.com/v1/public/events/270
1009165,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1009165,Age of Ultron,http://gateway.marvel.com/v1/public/events/314
1009165,Age of X,http://gateway.marvel.com/v1/public/events/303
1009165,Atlantis Attacks,http://gateway.marvel.com/v1/public/events/233
1009165,Avengers Disassembled,http://gateway.marvel.com/v1/public/events/234
1009165,Avengers VS X-Men,http://gateway.marvel.com/v1/public/events/310
1009165,Chaos War,http://gateway.marvel.com/v1/public/events/296
1009165,Civil War,http://gateway.marvel.com/v1/public/events/238
1009165,Crossing,http://gateway.marvel.com/v1/public/events/239
1009165,Dark Reign,http://gateway.marvel.com/v1/public/events/318
1009165,Evolutionary War,http://gateway.marvel.com/v1/public/events/246
1009165,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1009165,House of M,http://gateway.marvel.com/v1/public/events/251
1009165,Inferno,http://gateway.marvel.com/v1/public/events/252
1009165,Infinity,http://gateway.marvel.com/v1/public/events/315
1009165,Infinity War,http://gateway.marvel.com/v1/public/events/29
1009165,Inhumanity,http://gateway.marvel.com/v1/public/events/317
1009165,Initiative,http://gateway.marvel.com/v1/public/events/255
1009165,Monsters Unleashed,http://gateway.marvel.com/v1/public/events/337
1009165,Onslaught,http://gateway.marvel.com/v1/public/events/154
1011456,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1011456,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1011456,Siege,http://gateway.marvel.com/v1/public/events/273
1009168,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1009168,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009168,Chaos War,http://gateway.marvel.com/v1/public/events/296
1009168,Days of Future Present,http://gateway.marvel.com/v1/public/events/240
1009168,Fatal Attractions,http://gateway.marvel.com/v1/public/events/249
1009168,House of M,http://gateway.marvel.com/v1/public/events/251
1009168,Messiah CompleX,http://gateway.marvel.com/v1/public/events/299
1009168,Onslaught,http://gateway.marvel.com/v1/public/events/154
1009168,X-Men: Second Coming,http://gateway.marvel.com/v1/public/events/279
1009168,X-Tinction Agenda,http://gateway.marvel.com/v1/public/events/280
1009596,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009596,Fatal Attractions,http://gateway.marvel.com/v1/public/events/249
1009596,Kings of Pain,http://gateway.marvel.com/v1/public/events/32
1009596,Onslaught,http://gateway.marvel.com/v1/public/events/154
1009596,Secret Invasion,http://gateway.marvel.com/v1/public/events/269
1009596,X-Men: Second Coming,http://gateway.marvel.com/v1/public/events/279
1011778,Secret Empire,http://gateway.marvel.com/v1/public/events/336
1009169,Dark Reign,http://gateway.marvel.com/v1/public/events/318
1009170,House of M,http://gateway.marvel.com/v1/public/events/251
1011137,Annihilation,http://gateway.marvel.com/v1/public/events/229
1009171,Onslaught,http://gateway.marvel.com/v1/public/events/154
1009171,X-Men: Second Coming,http://gateway.marvel.com/v1/public/events/279
1011785,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1009174,Initiative,http://gateway.marvel.com/v1/public/events/255
1009175,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1009175,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009175,Age of X,http://gateway.marvel.com/v1/public/events/303
1009175,Atlantis Attacks,http://gateway.marvel.com/v1/public/events/233
1009175,Avengers VS X-Men,http://gateway.marvel.com/v1/public/events/310
1009175,Axis,http://gateway.marvel.com/v1/public/events/320
1009175,Chaos War,http://gateway.marvel.com/v1/public/events/296
1009175,Civil War,http://gateway.marvel.com/v1/public/events/238
1009175,Dark Reign,http://gateway.marvel.com/v1/public/events/318
1009175,Days of Future Present,http://gateway.marvel.com/v1/public/events/240
1009175,Enemy of the State,http://gateway.marvel.com/v1/public/events/245
1009175,Evolutionary War,http://gateway.marvel.com/v1/public/events/246
1009175,Fall of the Mutants,http://gateway.marvel.com/v1/public/events/248
1009175,Fatal Attractions,http://gateway.marvel.com/v1/public/events/249
1009175,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1009175,Inferno,http://gateway.marvel.com/v1/public/events/252
1009175,Infinity,http://gateway.marvel.com/v1/public/events/315
1009175,Infinity War,http://gateway.marvel.com/v1/public/events/29
1009175,Inhumanity,http://gateway.marvel.com/v1/public/events/317
1009175,Initiative,http://gateway.marvel.com/v1/public/events/255
1009179,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1009179,Armor Wars,http://gateway.marvel.com/v1/public/events/231
1009329,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1010782,Initiative,http://gateway.marvel.com/v1/public/events/255
1010782,Secret Empire,http://gateway.marvel.com/v1/public/events/336
1010782,Secret Invasion,http://gateway.marvel.com/v1/public/events/269
1010782,World War Hulk,http://gateway.marvel.com/v1/public/events/277
1010829,Dark Reign,http://gateway.marvel.com/v1/public/events/318
1010829,Secret Invasion,http://gateway.marvel.com/v1/public/events/269
1010829,Siege,http://gateway.marvel.com/v1/public/events/273
1009180,Maximum Security,http://gateway.marvel.com/v1/public/events/37
1009180,Secret Invasion,http://gateway.marvel.com/v1/public/events/269
1009180,The Thanos Imperative,http://gateway.marvel.com/v1/public/events/294
1010325,Spider-Island,http://gateway.marvel.com/v1/public/events/305
1009548,Fall of the Mutants,http://gateway.marvel.com/v1/public/events/248
1011138,Secret Wars,http://gateway.marvel.com/v1/public/events/270
1011138,Secret Wars II,http://gateway.marvel.com/v1/public/events/271
1009182,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009182,Civil War,http://gateway.marvel.com/v1/public/events/238
1009182,Fatal Attractions,http://gateway.marvel.com/v1/public/events/249
1009182,House of M,http://gateway.marvel.com/v1/public/events/251
1009182,Maximum Security,http://gateway.marvel.com/v1/public/events/37
1009182,Messiah CompleX,http://gateway.marvel.com/v1/public/events/299
1009182,Messiah War,http://gateway.marvel.com/v1/public/events/298
1009182,Onslaught,http://gateway.marvel.com/v1/public/events/154
1009184,Civil War,http://gateway.marvel.com/v1/public/events/238
1009184,Infinity,http://gateway.marvel.com/v1/public/events/315
1009184,Inhumanity,http://gateway.marvel.com/v1/public/events/317
1009184,Marvel NOW!,http://gateway.marvel.com/v1/public/events/311
1009184,Original Sin,http://gateway.marvel.com/v1/public/events/319
1009184,Realm of Kings,http://gateway.marvel.com/v1/public/events/295
1009184,Secret Invasion,http://gateway.marvel.com/v1/public/events/269
1009184,Secret Wars (2015),http://gateway.marvel.com/v1/public/events/323
1009184,War of Kings,http://gateway.marvel.com/v1/public/events/276
1009184,World War Hulk,http://gateway.marvel.com/v1/public/events/277
1009185,Civil War,http://gateway.marvel.com/v1/public/events/238
1009185,Initiative,http://gateway.marvel.com/v1/public/events/255
1009185,Maximum Carnage,http://gateway.marvel.com/v1/public/events/151
1009185,Secret Wars,http://gateway.marvel.com/v1/public/events/270
1009185,World War Hulk,http://gateway.marvel.com/v1/public/events/277
1011809,Original Sin,http://gateway.marvel.com/v1/public/events/319
1009186,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1009186,Infinity War,http://gateway.marvel.com/v1/public/events/29
1009186,Secret Wars II,http://gateway.marvel.com/v1/public/events/271
1009187,Civil War,http://gateway.marvel.com/v1/public/events/238
1009187,Dark Reign,http://gateway.marvel.com/v1/public/events/318
1009187,Fall of the Mutants,http://gateway.marvel.com/v1/public/events/248
1009187,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1009187,House of M,http://gateway.marvel.com/v1/public/events/251
1009187,Infinity,http://gateway.marvel.com/v1/public/events/315
1009187,Inhumanity,http://gateway.marvel.com/v1/public/events/317
1009187,Initiative,http://gateway.marvel.com/v1/public/events/255
1009187,Marvel NOW!,http://gateway.marvel.com/v1/public/events/311
1009187,Maximum Security,http://gateway.marvel.com/v1/public/events/37
1009187,Onslaught,http://gateway.marvel.com/v1/public/events/154
1009187,Original Sin,http://gateway.marvel.com/v1/public/events/319
1009187,Other - Evolve or Die,http://gateway.marvel.com/v1/public/events/266
1009187,Secret Empire,http://gateway.marvel.com/v1/public/events/336
1009187,Secret Invasion,http://gateway.marvel.com/v1/public/events/269
1009187,Spider-Island,http://gateway.marvel.com/v1/public/events/305
1009187,World War Hulk,http://gateway.marvel.com/v1/public/events/277
1010687,Shadowland,http://gateway.marvel.com/v1/public/events/59
1009188,House of M,http://gateway.marvel.com/v1/public/events/251
1009189,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1009189,Age of Ultron,http://gateway.marvel.com/v1/public/events/314
1009189,Avengers VS X-Men,http://gateway.marvel.com/v1/public/events/310
1009189,Chaos War,http://gateway.marvel.com/v1/public/events/296
1009189,Fall of the Mutants,http://gateway.marvel.com/v1/public/events/248
1009189,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1009189,Infinity,http://gateway.marvel.com/v1/public/events/315
1009189,Inhumanity,http://gateway.marvel.com/v1/public/events/317
1009189,Initiative,http://gateway.marvel.com/v1/public/events/255
1009189,Maximum Security,http://gateway.marvel.com/v1/public/events/37
1009189,Onslaught,http://gateway.marvel.com/v1/public/events/154
1009189,Original Sin,http://gateway.marvel.com/v1/public/events/319
1009189,Secret Empire,http://gateway.marvel.com/v1/public/events/336
1009189,Secret Invasion,http://gateway.marvel.com/v1/public/events/269
1009189,Secret Wars,http://gateway.marvel.com/v1/public/events/270
1009189,Shattered Heroes,http://gateway.marvel.com/v1/public/events/309
1009191,Civil War,http://gateway.marvel.com/v1/public/events/238
1009191,Secret Empire,http://gateway.marvel.com/v1/public/events/336
1009191,Siege of Darkness,http://gateway.marvel.com/v1/public/events/219
1009195,Annihilation,http://gateway.marvel.com/v1/public/events/229
1009195,Annihilation: Conquest,http://gateway.marvel.com/v1/public/events/293
1009195,Original Sin,http://gateway.marvel.com/v1/public/events/319
1009197,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009197,Onslaught,http://gateway.marvel.com/v1/public/events/154
1009197,X-Men: Regenesis,http://gateway.marvel.com/v1/public/events/308
1009198,Civil War,http://gateway.marvel.com/v1/public/events/238
1009199,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009199,Age of X,http://gateway.marvel.com/v1/public/events/303
1009199,Evolutionary War,http://gateway.marvel.com/v1/public/events/246
1009199,Fall of the Mutants,http://gateway.marvel.com/v1/public/events/248
1009199,House of M,http://gateway.marvel.com/v1/public/events/251
1009199,Mutant Massacre,http://gateway.marvel.com/v1/public/events/263
1009199,Secret Wars,http://gateway.marvel.com/v1/public/events/270
1009200,Inferno,http://gateway.marvel.com/v1/public/events/252
1009200,Mutant Massacre,http://gateway.marvel.com/v1/public/events/263
1011339,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1011339,Infinity,http://gateway.marvel.com/v1/public/events/315
1011339,Inhumanity,http://gateway.marvel.com/v1/public/events/317
1011339,Original Sin,http://gateway.marvel.com/v1/public/events/319
1011339,Secret Empire,http://gateway.marvel.com/v1/public/events/336
1011119,Secret Empire,http://gateway.marvel.com/v1/public/events/336
1010366,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1010366,Atlantis Attacks,http://gateway.marvel.com/v1/public/events/233
1010366,Days of Future Present,http://gateway.marvel.com/v1/public/events/240
1010366,Evolutionary War,http://gateway.marvel.com/v1/public/events/246
1010366,Kings of Pain,http://gateway.marvel.com/v1/public/events/32
1010366,Mutant Massacre,http://gateway.marvel.com/v1/public/events/263
1010366,X-Tinction Agenda,http://gateway.marvel.com/v1/public/events/280
1009205,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009205,Fatal Attractions,http://gateway.marvel.com/v1/public/events/249
1010371,Civil War,http://gateway.marvel.com/v1/public/events/238
1010371,Initiative,http://gateway.marvel.com/v1/public/events/255
1011236,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1009208,Avengers VS X-Men,http://gateway.marvel.com/v1/public/events/310
1009208,Planet Hulk,http://gateway.marvel.com/v1/public/events/212
1009208,World War Hulk,http://gateway.marvel.com/v1/public/events/277
1011090,Initiative,http://gateway.marvel.com/v1/public/events/255
1009167,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1009167,Fall of the Hulks,http://gateway.marvel.com/v1/public/events/297
1009167,Fall of the Mutants,http://gateway.marvel.com/v1/public/events/248
1009167,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1009167,Inhumanity,http://gateway.marvel.com/v1/public/events/317
1009167,Marvel NOW!,http://gateway.marvel.com/v1/public/events/311
1009167,World War Hulks,http://gateway.marvel.com/v1/public/events/60
1009210,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009211,World War Hulks,http://gateway.marvel.com/v1/public/events/60
1011038,Realm of Kings,http://gateway.marvel.com/v1/public/events/295
1009212,Civil War,http://gateway.marvel.com/v1/public/events/238
1009212,Dark Reign,http://gateway.marvel.com/v1/public/events/318
1009212,Initiative,http://gateway.marvel.com/v1/public/events/255
1009212,Shadowland,http://gateway.marvel.com/v1/public/events/59
1009213,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1009214,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009214,Avengers VS X-Men,http://gateway.marvel.com/v1/public/events/310
1009214,Civil War,http://gateway.marvel.com/v1/public/events/238
1009214,Days of Future Present,http://gateway.marvel.com/v1/public/events/240
1009214,Fatal Attractions,http://gateway.marvel.com/v1/public/events/249
1009214,Kings of Pain,http://gateway.marvel.com/v1/public/events/32
1009214,Maximum Security,http://gateway.marvel.com/v1/public/events/37
1009214,Messiah CompleX,http://gateway.marvel.com/v1/public/events/299
1009214,Messiah War,http://gateway.marvel.com/v1/public/events/298
1009214,Onslaught,http://gateway.marvel.com/v1/public/events/154
1009214,X-Men: Second Coming,http://gateway.marvel.com/v1/public/events/279
1009214,X-Tinction Agenda,http://gateway.marvel.com/v1/public/events/280
1017317,Civil War,http://gateway.marvel.com/v1/public/events/238
1017317,House of M,http://gateway.marvel.com/v1/public/events/251
1011209,Initiative,http://gateway.marvel.com/v1/public/events/255
1009216,Evolutionary War,http://gateway.marvel.com/v1/public/events/246
1009216,Fall of the Mutants,http://gateway.marvel.com/v1/public/events/248
1009216,House of M,http://gateway.marvel.com/v1/public/events/251
1009216,Mutant Massacre,http://gateway.marvel.com/v1/public/events/263
1009216,Onslaught,http://gateway.marvel.com/v1/public/events/154
1009216,Secret Wars,http://gateway.marvel.com/v1/public/events/270
1009217,House of M,http://gateway.marvel.com/v1/public/events/251
1009217,Mutant Massacre,http://gateway.marvel.com/v1/public/events/263
1010912,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009218,Infinity War,http://gateway.marvel.com/v1/public/events/29
1011139,Annihilation,http://gateway.marvel.com/v1/public/events/229
1009219,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009219,Age of X,http://gateway.marvel.com/v1/public/events/303
1009219,Atlantis Attacks,http://gateway.marvel.com/v1/public/events/233
1009219,Days of Future Present,http://gateway.marvel.com/v1/public/events/240
1009219,Fatal Attractions,http://gateway.marvel.com/v1/public/events/249
1009219,Kings of Pain,http://gateway.marvel.com/v1/public/events/32
1009219,Messiah CompleX,http://gateway.marvel.com/v1/public/events/299
1009219,Onslaught,http://gateway.marvel.com/v1/public/events/154
1009219,Secret Empire,http://gateway.marvel.com/v1/public/events/336
1009219,Secret Wars II,http://gateway.marvel.com/v1/public/events/271
1009219,X-Men: Second Coming,http://gateway.marvel.com/v1/public/events/279
1009219,X-Tinction Agenda,http://gateway.marvel.com/v1/public/events/280
1009220,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1009220,Age of Ultron,http://gateway.marvel.com/v1/public/events/314
1009220,Age of X,http://gateway.marvel.com/v1/public/events/303
1009220,Armor Wars,http://gateway.marvel.com/v1/public/events/231
1009220,Avengers Disassembled,http://gateway.marvel.com/v1/public/events/234
1009220,Avengers VS X-Men,http://gateway.marvel.com/v1/public/events/310
1009220,Axis,http://gateway.marvel.com/v1/public/events/320
1009220,Chaos War,http://gateway.marvel.com/v1/public/events/296
1009220,Civil War,http://gateway.marvel.com/v1/public/events/238
1009220,Fall of the Mutants,http://gateway.marvel.com/v1/public/events/248
1009220,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1009220,House of M,http://gateway.marvel.com/v1/public/events/251
1009220,Inferno,http://gateway.marvel.com/v1/public/events/252
1009220,Infinity,http://gateway.marvel.com/v1/public/events/315
1009220,Infinity War,http://gateway.marvel.com/v1/public/events/29
1009220,Inhumanity,http://gateway.marvel.com/v1/public/events/317
1009220,Maximum Carnage,http://gateway.marvel.com/v1/public/events/151
1009220,Maximum Security,http://gateway.marvel.com/v1/public/events/37
1009220,Monsters Unleashed,http://gateway.marvel.com/v1/public/events/337
1009220,Onslaught,http://gateway.marvel.com/v1/public/events/154
1010914,House of M,http://gateway.marvel.com/v1/public/events/251
1017575,Marvel NOW!,http://gateway.marvel.com/v1/public/events/311
1017575,Secret Empire,http://gateway.marvel.com/v1/public/events/336
1009223,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009223,Avengers VS X-Men,http://gateway.marvel.com/v1/public/events/310
1009223,Fatal Attractions,http://gateway.marvel.com/v1/public/events/249
1009223,House of M,http://gateway.marvel.com/v1/public/events/251
1009223,Kings of Pain,http://gateway.marvel.com/v1/public/events/32
1009223,Onslaught,http://gateway.marvel.com/v1/public/events/154
1009223,Secret Invasion,http://gateway.marvel.com/v1/public/events/269
1009223,X-Men: Regenesis,http://gateway.marvel.com/v1/public/events/308
1010338,Avengers VS X-Men,http://gateway.marvel.com/v1/public/events/310
1010338,Civil War,http://gateway.marvel.com/v1/public/events/238
1010338,Dark Reign,http://gateway.marvel.com/v1/public/events/318
1010338,Days of Future Present,http://gateway.marvel.com/v1/public/events/240
1010338,Fall of the Mutants,http://gateway.marvel.com/v1/public/events/248
1010338,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1010338,Infinity,http://gateway.marvel.com/v1/public/events/315
1010338,Initiative,http://gateway.marvel.com/v1/public/events/255
1010338,Marvel NOW!,http://gateway.marvel.com/v1/public/events/311
1010338,Maximum Security,http://gateway.marvel.com/v1/public/events/37
1010338,Monsters Unleashed,http://gateway.marvel.com/v1/public/events/337
1010338,Secret Empire,http://gateway.marvel.com/v1/public/events/336
1010338,Secret Invasion,http://gateway.marvel.com/v1/public/events/269
1010338,Spider-Island,http://gateway.marvel.com/v1/public/events/305
1010338,World War Hulk,http://gateway.marvel.com/v1/public/events/277
1011096,Maximum Security,http://gateway.marvel.com/v1/public/events/37
1009224,Chaos War,http://gateway.marvel.com/v1/public/events/296
1009224,Maximum Security,http://gateway.marvel.com/v1/public/events/37
1009224,Secret Invasion,http://gateway.marvel.com/v1/public/events/269
1009224,Secret Wars,http://gateway.marvel.com/v1/public/events/270
1009224,Secret Wars II,http://gateway.marvel.com/v1/public/events/271
1009224,The Thanos Imperative,http://gateway.marvel.com/v1/public/events/294
1011095,Secret Wars,http://gateway.marvel.com/v1/public/events/270
1011027,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1011027,Annihilation: Conquest,http://gateway.marvel.com/v1/public/events/293
1011052,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1010143,Siege of Darkness,http://gateway.marvel.com/v1/public/events/219
1011258,Spider-Island,http://gateway.marvel.com/v1/public/events/305
1009688,Fatal Attractions,http://gateway.marvel.com/v1/public/events/249
1009227,Axis,http://gateway.marvel.com/v1/public/events/320
1009227,Maximum Carnage,http://gateway.marvel.com/v1/public/events/151
1009261,Age of Apocalypse,http://gateway.marvel.com/v1/public/events/227
1009261,Infinity,http://gateway.marvel.com/v1/public/events/315
1009261,Marvel NOW!,http://gateway.marvel.com/v1/public/events/311
1009536,Age of X,http://gateway.marvel.com/v1/public/events/303
1009536,Fear Itself,http://gateway.marvel.com/v1/public/events/302
1010813,Atlantis Attacks,http://gateway.marvel.com/v1/public/events/233
1010813,X-Men: Regenesis,http://gateway.marvel.com/v1/public/events/308
1009231,X-Men: Battle of the Atom,http://gateway.marvel.com/v1/public/events/316
1009232,Maximum Security,http://gateway.marvel.com/v1/public/events/37
1009232,Secret Wars II,http://gateway.marvel.com/v1/public/events/271
1009233,Age of X,http://gateway.marvel.com/v1/public/events/303
1009234,Acts of Vengeance!,http://gateway.marvel.com/v1/public/events/116
1009234,Civil War,http://gateway.marvel.com/v1/public/events/238
1010756,Planet Hulk,http://gateway.marvel.com/v1/public/events/212
1009733,Dark Reign,http://gateway.marvel.com/v1/public/events/318
1009733,Fatal Attractions,http://gateway.marvel.com/v1/public/events/249
1009733,Secret Wars,http://gateway.marvel.com/v1/public/events/270
1009733,X-Men: Battle of the Atom,http://gateway.marvel.com/v1/public/events/316
1010754,Civil War,http://gateway.marvel.com/v1/public/events/238
