character_id,comic_name,comic_resourceURI
1009146,Abominations (1996) #1,http://gateway.marvel.com/v1/public/comics/88869
1009146,Abominations (1996) #2,http://gateway.marvel.com/v1/public/comics/88870
1009146,Abominations (1996) #3,http://gateway.marvel.com/v1/public/comics/88871
1009146,Avengers (1998) #61,http://gateway.marvel.com/v1/public/comics/17547
1009146,Avengers (1998) #62,http://gateway.marvel.com/v1/public/comics/17548
1009146,AVENGERS: WORLD TRUST (Trade Paperback),http://gateway.marvel.com/v1/public/comics/1098
1009146,Earth X (1999) #7,http://gateway.marvel.com/v1/public/comics/8557
1009146,EARTH X TPB [NEW PRINTING] (Trade Paperback),http://gateway.marvel.com/v1/public/comics/4241
1009146,Hulk (2008) #3,http://gateway.marvel.com/v1/public/comics/20863
1009146,Hulk: Destruction (2005) #4,http://gateway.marvel.com/v1/public/comics/2499
1009146,Hulk (1999) #24,http://gateway.marvel.com/v1/public/comics/14424
1009146,Hulk (1999) #25,http://gateway.marvel.com/v1/public/comics/14425
1009146,Hulk (1999) #28,http://gateway.marvel.com/v1/public/comics/14428
1009146,Hulk (1999) #50,http://gateway.marvel.com/v1/public/comics/14450
1009146,Hulk (1999) #51,http://gateway.marvel.com/v1/public/comics/14451
1009146,Hulk (1999) #53,http://gateway.marvel.com/v1/public/comics/14453
1009146,Hulk (1999) #54,http://gateway.marvel.com/v1/public/comics/14454
1009146,Incredible Hulk (1962) #137,http://gateway.marvel.com/v1/public/comics/8948
1009146,Incredible Hulk (1962) #171,http://gateway.marvel.com/v1/public/comics/8982
1009146,Incredible Hulk (1962) #194,http://gateway.marvel.com/v1/public/comics/9005
1016823,Hulk (2008) #50,http://gateway.marvel.com/v1/public/comics/40638
1016823,Ultimate X-Men (2001) #26,http://gateway.marvel.com/v1/public/comics/15717
1009148,A+X (2012) #8,http://gateway.marvel.com/v1/public/comics/43507
1009148,Avengers (1963) #183,http://gateway.marvel.com/v1/public/comics/7045
1009148,Avengers (1963) #184,http://gateway.marvel.com/v1/public/comics/7046
1009148,Avengers (1963) #270,http://gateway.marvel.com/v1/public/comics/7142
1009148,Avengers Academy (2010) #16,http://gateway.marvel.com/v1/public/comics/36481
1009148,Avengers Academy (2010) #17,http://gateway.marvel.com/v1/public/comics/36480
1009148,Avengers Academy (2010) #18,http://gateway.marvel.com/v1/public/comics/36479
1009148,Avengers Academy (2010) #19,http://gateway.marvel.com/v1/public/comics/36484
1009148,Avengers Annual (1967) #20,http://gateway.marvel.com/v1/public/comics/17776
1009148,Black Bolt (2017) #3,http://gateway.marvel.com/v1/public/comics/63662
1009148,Black Bolt (2017) #4,http://gateway.marvel.com/v1/public/comics/64278
1009148,Black Bolt (2017) #11,http://gateway.marvel.com/v1/public/comics/66533
1009148,Black Bolt Vol. 1: Hard Time (Trade Paperback),http://gateway.marvel.com/v1/public/comics/65327
1009148,Captain America (1998) #24,http://gateway.marvel.com/v1/public/comics/12783
1009148,Dazzler (1981) #18,http://gateway.marvel.com/v1/public/comics/20427
1009148,Dazzler (1981) #19,http://gateway.marvel.com/v1/public/comics/20428
1009148,Deadpool (1997) #43,http://gateway.marvel.com/v1/public/comics/8499
1009148,Fantastic Four (1998) #22,http://gateway.marvel.com/v1/public/comics/15541
1009148,Fantastic Four (1961) #330,http://gateway.marvel.com/v1/public/comics/13151
1009148,Fear Itself (2010) #2 (3rd Printing Variant),http://gateway.marvel.com/v1/public/comics/41433
1009149,Uncanny X-Men (1981) #402,http://gateway.marvel.com/v1/public/comics/13943
1009149,Uncanny X-Men (1981) #404,http://gateway.marvel.com/v1/public/comics/13945
1009149,Uncanny X-Men (1981) #405,http://gateway.marvel.com/v1/public/comics/13946
1009149,Uncanny X-Men (1981) #406,http://gateway.marvel.com/v1/public/comics/13947
1009149,Uncanny X-Men (1981) #429,http://gateway.marvel.com/v1/public/comics/13970
1009149,Uncanny X-Men (1981) #431,http://gateway.marvel.com/v1/public/comics/13972
1009149,X-Men: Alpha (1995) #1,http://gateway.marvel.com/v1/public/comics/12386
1009149,X-MEN: THE COMPLETE AGE OF APOCALYPSE EPIC (Trade Paperback),http://gateway.marvel.com/v1/public/comics/2539
1010903,Weapon X (1995) #1,http://gateway.marvel.com/v1/public/comics/18099
1010903,X-Men: Alpha (1995) #1,http://gateway.marvel.com/v1/public/comics/12386
1010903,X-MEN: THE COMPLETE AGE OF APOCALYPSE EPIC (Trade Paperback),http://gateway.marvel.com/v1/public/comics/2539
1010354,Adam Warlock Omnibus (Trade Paperback),http://gateway.marvel.com/v1/public/comics/105140
1010354,Adam Warlock: Strange Tales Facsimile Edition (2023) #178,http://gateway.marvel.com/v1/public/comics/105920
1010354,All-New Guardians of the Galaxy Vol. 3: Infinity Quest (Trade Paperback),http://gateway.marvel.com/v1/public/comics/62151
1010354,Annihilation: Conquest (2007) #1,http://gateway.marvel.com/v1/public/comics/17271
1010354,Annihilation: Conquest (2007) #2,http://gateway.marvel.com/v1/public/comics/17405
1010354,Annihilation: Conquest (2007) #3,http://gateway.marvel.com/v1/public/comics/17645
1010354,Annihilation: Conquest (2007) #4,http://gateway.marvel.com/v1/public/comics/20686
1010354,Annihilation: Conquest (2007) #5,http://gateway.marvel.com/v1/public/comics/20885
1010354,Annihilation: Conquest (2007) #6,http://gateway.marvel.com/v1/public/comics/21016
1010354,Avengers Forever (1998) #9,http://gateway.marvel.com/v1/public/comics/12412
1010354,AVENGERS LEGENDS: AVENGERS FOREVER (Trade Paperback),http://gateway.marvel.com/v1/public/comics/1033
1010354,CLANDESTINE CLASSIC PREMIERE HC (Trade Paperback),http://gateway.marvel.com/v1/public/comics/20731
1010354,"Doctor Strange, Sorcerer Supreme (1988) #27",http://gateway.marvel.com/v1/public/comics/20187
1010354,"Doctor Strange, Sorcerer Supreme (1988) #32",http://gateway.marvel.com/v1/public/comics/20193
1010354,"Doctor Strange, Sorcerer Supreme (1988) #36",http://gateway.marvel.com/v1/public/comics/20197
1010354,Earth X (1999) #2,http://gateway.marvel.com/v1/public/comics/8552
1010354,Earth X (1999) #11,http://gateway.marvel.com/v1/public/comics/8550
1010354,EARTH X TPB [NEW PRINTING] (Trade Paperback),http://gateway.marvel.com/v1/public/comics/4241
1010354,Fantastic Four (1961) #172,http://gateway.marvel.com/v1/public/comics/12975
1010354,Fantastic Four (1961) #370,http://gateway.marvel.com/v1/public/comics/13195
1017851,Aero (2019) #1,http://gateway.marvel.com/v1/public/comics/76349
1017851,Aero (2019) #2,http://gateway.marvel.com/v1/public/comics/76350
1017851,Aero (2019) #3,http://gateway.marvel.com/v1/public/comics/76351
1017851,Aero (2019) #4,http://gateway.marvel.com/v1/public/comics/76352
1017851,Aero (2019) #5,http://gateway.marvel.com/v1/public/comics/76353
1017851,Aero (2019) #6,http://gateway.marvel.com/v1/public/comics/76354
1017851,Aero (2019) #7,http://gateway.marvel.com/v1/public/comics/76355
1017851,Aero (2019) #8,http://gateway.marvel.com/v1/public/comics/76356
1017851,Aero (2019) #9,http://gateway.marvel.com/v1/public/comics/76357
1017851,Aero (2019) #10,http://gateway.marvel.com/v1/public/comics/76358
1017851,Aero (2019) #11,http://gateway.marvel.com/v1/public/comics/76359
1017851,Aero (2019) #12,http://gateway.marvel.com/v1/public/comics/76360
1017851,Agents of Atlas (2019) #1,http://gateway.marvel.com/v1/public/comics/77001
1017851,Agents of Atlas (2019) #3,http://gateway.marvel.com/v1/public/comics/77003
1017851,Agents of Atlas (2019) #5,http://gateway.marvel.com/v1/public/comics/77005
1017851,Atlantis Attacks (2020) #1,http://gateway.marvel.com/v1/public/comics/83989
1017851,Atlantis Attacks (2020) #2,http://gateway.marvel.com/v1/public/comics/83993
1017851,Atlantis Attacks (2020) #3,http://gateway.marvel.com/v1/public/comics/83994
1017851,Atlantis Attacks (2020) #4,http://gateway.marvel.com/v1/public/comics/83995
1017851,Atlantis Attacks (2020) #5,http://gateway.marvel.com/v1/public/comics/83996
1012717,Avengers (1996) #1,http://gateway.marvel.com/v1/public/comics/17751
1012717,Avengers (1996) #2,http://gateway.marvel.com/v1/public/comics/17756
1012717,Avengers (1996) #3,http://gateway.marvel.com/v1/public/comics/17757
1012717,Avengers (1996) #4,http://gateway.marvel.com/v1/public/comics/17758
1012717,Avengers (1996) #8,http://gateway.marvel.com/v1/public/comics/17762
1012717,Avengers Annual (2023) #1,http://gateway.marvel.com/v1/public/comics/110269
1012717,Avengers Fairy Tales (2008) #4,http://gateway.marvel.com/v1/public/comics/21358
1012717,Captain America (2018) #19,http://gateway.marvel.com/v1/public/comics/77235
1012717,Captain Marvel (2019) #39,http://gateway.marvel.com/v1/public/comics/95785
1012717,Captain Marvel (2019) #42,http://gateway.marvel.com/v1/public/comics/95788
1012717,CRYPT OF SHADOWS (2024) #1,http://gateway.marvel.com/v1/public/comics/120318
1012717,Fantastic Four (1961) #94,http://gateway.marvel.com/v1/public/comics/13304
1012717,Midnight Suns (2022) #5,http://gateway.marvel.com/v1/public/comics/101173
1012717,Scarlet Witch (2015) #1,http://gateway.marvel.com/v1/public/comics/57094
1012717,Scarlet Witch (1994) #1,http://gateway.marvel.com/v1/public/comics/54974
1012717,Scarlet Witch (1994) #3,http://gateway.marvel.com/v1/public/comics/54977
1012717,Scarlet Witch (1994) #4,http://gateway.marvel.com/v1/public/comics/54978
1012717,Scarlet Witch (2024) #6,http://gateway.marvel.com/v1/public/comics/120209
1012717,Scarlet Witch (2015) #13,http://gateway.marvel.com/v1/public/comics/60028
1012717,Spider-Man Annual (2023) #1,http://gateway.marvel.com/v1/public/comics/110287
1011297,Astonishing X-Men (2004) #21,http://gateway.marvel.com/v1/public/comics/6120
1011297,Astonishing X-Men (2004) #22,http://gateway.marvel.com/v1/public/comics/6309
1011297,Astonishing X-Men (2004) #23,http://gateway.marvel.com/v1/public/comics/16119
1011297,Astonishing X-Men (2004) #24,http://gateway.marvel.com/v1/public/comics/17353
1011297,Astonishing X-Men (2004) #32,http://gateway.marvel.com/v1/public/comics/24503
1011297,Astonishing X-Men (2004) #33,http://gateway.marvel.com/v1/public/comics/24504
1011297,Astonishing X-Men (2004) #38,http://gateway.marvel.com/v1/public/comics/38318
1011297,Astonishing X-Men (2004) #40,http://gateway.marvel.com/v1/public/comics/38319
1011297,Astonishing X-Men (2004) #40 (I Am Captain America Variant),http://gateway.marvel.com/v1/public/comics/40024
1011297,Cable and X-Force (2012) #8,http://gateway.marvel.com/v1/public/comics/45950
1011297,Dead X-Men (2024) #1,http://gateway.marvel.com/v1/public/comics/112856
1011297,Heralds (Trade Paperback),http://gateway.marvel.com/v1/public/comics/39890
1011297,S.W.O.R.D. (2020) #1,http://gateway.marvel.com/v1/public/comics/90340
1011297,S.W.O.R.D. (2020) #2,http://gateway.marvel.com/v1/public/comics/90341
1011297,S.W.O.R.D. (2009) #2,http://gateway.marvel.com/v1/public/comics/26232
1011297,S.W.O.R.D. (2009) #3,http://gateway.marvel.com/v1/public/comics/26233
1011297,S.W.O.R.D. (2020) #3,http://gateway.marvel.com/v1/public/comics/90342
1011297,S.W.O.R.D. (2020) #4,http://gateway.marvel.com/v1/public/comics/90343
1011297,S.W.O.R.D. (2009) #4,http://gateway.marvel.com/v1/public/comics/26234
1011297,S.W.O.R.D. (2009) #5,http://gateway.marvel.com/v1/public/comics/30518
1011031,Agent X (2002) #1,http://gateway.marvel.com/v1/public/comics/17702
1011031,Agent X (2002) #2,http://gateway.marvel.com/v1/public/comics/17709
1011031,Agent X (2002) #3,http://gateway.marvel.com/v1/public/comics/17710
1011031,Agent X (2002) #4,http://gateway.marvel.com/v1/public/comics/17711
1011031,Agent X (2002) #5,http://gateway.marvel.com/v1/public/comics/17712
1011031,Agent X (2002) #6,http://gateway.marvel.com/v1/public/comics/17713
1011031,Agent X (2002) #7,http://gateway.marvel.com/v1/public/comics/17714
1011031,Agent X (2002) #8,http://gateway.marvel.com/v1/public/comics/17715
1011031,Agent X (2002) #9,http://gateway.marvel.com/v1/public/comics/17716
1011031,Agent X (2002) #10,http://gateway.marvel.com/v1/public/comics/17703
1011031,Agent X (2002) #11,http://gateway.marvel.com/v1/public/comics/17704
1011031,Agent X (2002) #12,http://gateway.marvel.com/v1/public/comics/17705
1011031,Agent X (2002) #13,http://gateway.marvel.com/v1/public/comics/17706
1011031,Agent X (2002) #14,http://gateway.marvel.com/v1/public/comics/17707
1011031,Agent X (2002) #15,http://gateway.marvel.com/v1/public/comics/394
1011031,Cable & Deadpool (2004) #12,http://gateway.marvel.com/v1/public/comics/1649
1011031,Cable & Deadpool (2004) #46 (Zombie Variant),http://gateway.marvel.com/v1/public/comics/21845
1011031,Cable & Deadpool Vol. 2: The Burnt Offering (Trade Paperback),http://gateway.marvel.com/v1/public/comics/5761
1009150,Life of Wolverine Infinity Comic (2022) #6,http://gateway.marvel.com/v1/public/comics/100853
1009150,Weapon X (2002) #2,http://gateway.marvel.com/v1/public/comics/18082
1009150,Weapon X (2002) #3,http://gateway.marvel.com/v1/public/comics/18092
1009150,Weapon X (2002) #12,http://gateway.marvel.com/v1/public/comics/18074
1009150,Weapon X (2002) #13,http://gateway.marvel.com/v1/public/comics/246
1009150,Weapon X: Days of Future Now (2005) #1,http://gateway.marvel.com/v1/public/comics/2204
1009150,Weapon X: Days of Future Now (2005) #2,http://gateway.marvel.com/v1/public/comics/2324
1009150,Weapon X: Days of Future Now (2005) #3,http://gateway.marvel.com/v1/public/comics/2438
1009150,Weapon X: Days of Future Now (2005) #4,http://gateway.marvel.com/v1/public/comics/2439
1009150,Weapon X: Days of Future Now (2005) #5,http://gateway.marvel.com/v1/public/comics/3016
1009150,Weapon X: Days of Future Now (Trade Paperback),http://gateway.marvel.com/v1/public/comics/3357
1009150,Weapon X: The Draft – Agent Zero (2002) #1,http://gateway.marvel.com/v1/public/comics/18408
1009150,Wolverine (1988) #60,http://gateway.marvel.com/v1/public/comics/14182
1009150,Wolverine (1988) #61,http://gateway.marvel.com/v1/public/comics/14183
1009150,Wolverine (1988) #62,http://gateway.marvel.com/v1/public/comics/14184
1009150,Wolverine (1988) #63,http://gateway.marvel.com/v1/public/comics/14185
1009150,Wolverine (1988) #64,http://gateway.marvel.com/v1/public/comics/14186
1009150,Wolverine (1988) #67,http://gateway.marvel.com/v1/public/comics/14189
1009150,Wolverine (1988) #68,http://gateway.marvel.com/v1/public/comics/14190
1009150,Wolverine (1988) #87,http://gateway.marvel.com/v1/public/comics/14211
1011198,Agents of Atlas (2019) #1,http://gateway.marvel.com/v1/public/comics/77001
1011198,Agents of Atlas (2009) #1,http://gateway.marvel.com/v1/public/comics/23659
1011198,Agents of Atlas (2006) #1,http://gateway.marvel.com/v1/public/comics/4801
1011198,Agents of Atlas (2009) #1 (50/50 COVER),http://gateway.marvel.com/v1/public/comics/23660
1011198,Agents of Atlas (2009) #2,http://gateway.marvel.com/v1/public/comics/23825
1011198,Agents of Atlas (2006) #2,http://gateway.marvel.com/v1/public/comics/5089
1011198,Agents of Atlas (2009) #2 (BACHALO 2ND PRINTING VARIANT),http://gateway.marvel.com/v1/public/comics/27402
1011198,Agents of Atlas (2009) #2 (MCGUINNESS VARIANT),http://gateway.marvel.com/v1/public/comics/23824
1011198,Agents of Atlas (2006) #3,http://gateway.marvel.com/v1/public/comics/5241
1011198,Agents of Atlas (2009) #3,http://gateway.marvel.com/v1/public/comics/24015
1011198,Agents of Atlas (2009) #3 (MCGUINNESS VARIANT),http://gateway.marvel.com/v1/public/comics/24016
1011198,Agents of Atlas (2009) #3 (Wolverine Art Appreciation Variant),http://gateway.marvel.com/v1/public/comics/24017
1011198,Agents of Atlas (2006) #4,http://gateway.marvel.com/v1/public/comics/5404
1011198,Agents of Atlas (2009) #4,http://gateway.marvel.com/v1/public/comics/24219
1011198,Agents of Atlas (2009) #5,http://gateway.marvel.com/v1/public/comics/24221
1011198,Agents of Atlas (2006) #5,http://gateway.marvel.com/v1/public/comics/5665
1011198,Agents of Atlas (2009) #5 (MCGUINNESS VARIANT),http://gateway.marvel.com/v1/public/comics/24222
1011198,Agents of Atlas (2006) #6,http://gateway.marvel.com/v1/public/comics/5842
1011198,Agents of Atlas (2009) #6,http://gateway.marvel.com/v1/public/comics/24360
1011198,Agents of Atlas (2009) #7,http://gateway.marvel.com/v1/public/comics/24361
1011136,Annihilation: Silver Surfer (2006) #1,http://gateway.marvel.com/v1/public/comics/4108
1011136,Heroes Reborn: Iron Man (Trade Paperback),http://gateway.marvel.com/v1/public/comics/5589
1011136,Iron Man (1996) #11,http://gateway.marvel.com/v1/public/comics/16330
1011136,Iron Man (1996) #12,http://gateway.marvel.com/v1/public/comics/16331
1011176,Incredible Hercules (2008) #117,http://gateway.marvel.com/v1/public/comics/21175
1011176,Incredible Hercules (2008) #118,http://gateway.marvel.com/v1/public/comics/21324
1011176,Incredible Hercules (2008) #119,http://gateway.marvel.com/v1/public/comics/21505
1011176,Incredible Hercules (2008) #120,http://gateway.marvel.com/v1/public/comics/21707
1011120,New Excalibur (2005) #23,http://gateway.marvel.com/v1/public/comics/16489
1010836,Future Foundation (2019) #1,http://gateway.marvel.com/v1/public/comics/78439
1010836,Future Foundation (2019) #3,http://gateway.marvel.com/v1/public/comics/79184
1010836,Future Foundation (2019) #4,http://gateway.marvel.com/v1/public/comics/79185
1010836,Future Foundation (2019) #5,http://gateway.marvel.com/v1/public/comics/79186
1010836,Iron Man and Power Pack (2007) #1,http://gateway.marvel.com/v1/public/comics/17285
1010836,Iron Man and Power Pack (2007) #2,http://gateway.marvel.com/v1/public/comics/17417
1010836,Iron Man and Power Pack (2007) #3,http://gateway.marvel.com/v1/public/comics/17652
1010836,Iron Man and Power Pack (2007) #4,http://gateway.marvel.com/v1/public/comics/20697
1010836,New Warriors (1990) #55,http://gateway.marvel.com/v1/public/comics/69184
1010836,New Warriors (1990) #56,http://gateway.marvel.com/v1/public/comics/69185
1010836,New Warriors (1990) #75,http://gateway.marvel.com/v1/public/comics/69197
1010836,Power Pack (2017) #63,http://gateway.marvel.com/v1/public/comics/65092
1010836,Thor and the Warriors Four (2010) #1,http://gateway.marvel.com/v1/public/comics/31366
1010836,Thor and the Warriors Four (2010) #2,http://gateway.marvel.com/v1/public/comics/31368
1010836,Thor and the Warriors Four (2010) #3,http://gateway.marvel.com/v1/public/comics/31370
1010836,Thor and the Warriors Four (2010) #4,http://gateway.marvel.com/v1/public/comics/31372
1010836,X-Men and Power Pack (2006) #1,http://gateway.marvel.com/v1/public/comics/2565
1010836,X-Men and Power Pack (2006) #2,http://gateway.marvel.com/v1/public/comics/3093
1010836,X-Men and Power Pack (2006) #3,http://gateway.marvel.com/v1/public/comics/3207
1010836,X-Men and Power Pack (2006) #4,http://gateway.marvel.com/v1/public/comics/3416
1010755,Power Man and Iron Fist (2016) #14,http://gateway.marvel.com/v1/public/comics/60754
1010755,Runaways (2003) #1,http://gateway.marvel.com/v1/public/comics/15061
1010755,Runaways (2003) #2,http://gateway.marvel.com/v1/public/comics/15071
1010755,Runaways (2003) #3,http://gateway.marvel.com/v1/public/comics/15072
1010755,Runaways (2003) #4,http://gateway.marvel.com/v1/public/comics/15073
1010755,Runaways (2003) #5,http://gateway.marvel.com/v1/public/comics/15074
1010755,Runaways (2003) #6,http://gateway.marvel.com/v1/public/comics/15075
1010755,Runaways (2017) #17,http://gateway.marvel.com/v1/public/comics/70566
1010755,RUNAWAYS: PRIDE & JOY (Digest),http://gateway.marvel.com/v1/public/comics/1273
1009497,Secret Warriors (2009) #12,http://gateway.marvel.com/v1/public/comics/26285
1009435,Essential Fantastic Four Vol. 4 (Trade Paperback),http://gateway.marvel.com/v1/public/comics/2055
1009435,Fantastic Four (2022) #8,http://gateway.marvel.com/v1/public/comics/98731
1009435,Fantastic Four (2022) #9,http://gateway.marvel.com/v1/public/comics/98732
1009435,Fantastic Four (2022) #14,http://gateway.marvel.com/v1/public/comics/110798
1009435,Fantastic Four (2022) #15,http://gateway.marvel.com/v1/public/comics/110799
1009435,Fantastic Four (2022) #17,http://gateway.marvel.com/v1/public/comics/110801
1009435,Fantastic Four (2022) #18,http://gateway.marvel.com/v1/public/comics/110802
1009435,Fantastic Four (2022) #19,http://gateway.marvel.com/v1/public/comics/110803
1009435,Fantastic Four (2022) #21,http://gateway.marvel.com/v1/public/comics/110805
1009435,Fantastic Four (2022) #22,http://gateway.marvel.com/v1/public/comics/110806
1009435,Fantastic Four (2022) #27,http://gateway.marvel.com/v1/public/comics/119393
1009435,Fantastic Four (1998) #27,http://gateway.marvel.com/v1/public/comics/15546
1009435,Fantastic Four (1961) #163,http://gateway.marvel.com/v1/public/comics/12965
1009435,Fantastic Four (1961) #164,http://gateway.marvel.com/v1/public/comics/12966
1009435,Fantastic Four (1961) #168,http://gateway.marvel.com/v1/public/comics/12970
1009435,Fantastic Four (1961) #169,http://gateway.marvel.com/v1/public/comics/12971
1009435,Fantastic Four (1961) #170,http://gateway.marvel.com/v1/public/comics/12973
1009435,Fantastic Four (1961) #245,http://gateway.marvel.com/v1/public/comics/13056
1009435,Fantastic Four (1961) #250,http://gateway.marvel.com/v1/public/comics/13062
1009435,Fantastic Four (1961) #251,http://gateway.marvel.com/v1/public/comics/13063
1010370,Alpha Flight (2011) #0.1,http://gateway.marvel.com/v1/public/comics/39654
1010370,Alpha Flight (2004) #1,http://gateway.marvel.com/v1/public/comics/393
1010370,Alpha Flight (1983) #1,http://gateway.marvel.com/v1/public/comics/12637
1010370,Alpha Flight (2023) #1,http://gateway.marvel.com/v1/public/comics/106868
1010370,Alpha Flight (2011) #1 (Eaglesham Variant),http://gateway.marvel.com/v1/public/comics/39819
1010370,Alpha Flight (1983) #2,http://gateway.marvel.com/v1/public/comics/12679
1010370,Alpha Flight (2011) #2,http://gateway.marvel.com/v1/public/comics/38569
1010370,Alpha Flight (2023) #2,http://gateway.marvel.com/v1/public/comics/106870
1010370,Alpha Flight (2004) #2,http://gateway.marvel.com/v1/public/comics/456
1010370,Alpha Flight (2011) #2 (Eaglesham Variant),http://gateway.marvel.com/v1/public/comics/39818
1010370,Alpha Flight (2023) #3,http://gateway.marvel.com/v1/public/comics/106871
1010370,Alpha Flight (1983) #3,http://gateway.marvel.com/v1/public/comics/12690
1010370,Alpha Flight (2004) #3,http://gateway.marvel.com/v1/public/comics/616
1010370,Alpha Flight (2011) #3 (Eaglesham Variant),http://gateway.marvel.com/v1/public/comics/39820
1010370,Alpha Flight (2011) #4,http://gateway.marvel.com/v1/public/comics/38567
1010370,Alpha Flight (1983) #4,http://gateway.marvel.com/v1/public/comics/12701
1010370,Alpha Flight (2023) #4,http://gateway.marvel.com/v1/public/comics/106872
1010370,Alpha Flight (2004) #4,http://gateway.marvel.com/v1/public/comics/677
1010370,Alpha Flight (2011) #5,http://gateway.marvel.com/v1/public/comics/38568
1010370,Alpha Flight (1983) #5,http://gateway.marvel.com/v1/public/comics/12712
1011324,Ultimate X-Men (2001) #94,http://gateway.marvel.com/v1/public/comics/21177
1011324,Ultimate X-Men (2001) #95,http://gateway.marvel.com/v1/public/comics/21326
1011227,Agents of Atlas (2019) #1,http://gateway.marvel.com/v1/public/comics/77001
1011227,Agents of Atlas (2019) #2,http://gateway.marvel.com/v1/public/comics/77002
1011227,Agents of Atlas (2019) #4,http://gateway.marvel.com/v1/public/comics/77004
1011227,Agents of Atlas (2019) #5,http://gateway.marvel.com/v1/public/comics/77005
