character_id,name,description,thumbnail,modified
1009435,Alicia Masters,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/4c003d40ac7ae.jpg,2010-11-04T15:22:16-0400
1010370,Alpha Flight,,http://i.annihil.us/u/prod/marvel/i/mg/1/60/52695277ee088.jpg,2016-05-05T14:39:01-0400
1011324,Alpha Flight (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011164,Alvin Maker,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011227,Amadeus Cho,,http://i.annihil.us/u/prod/marvel/i/mg/3/80/520288b9cb581.jpg,2013-08-07T13:50:56-0400
1009567,Amanda Sefton,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2014-06-26T13:02:19-0400
1011382,Amazoness,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2010-11-08T18:15:27-0500
1011361,American Eagle (Jason Strongbow),,http://i.annihil.us/u/prod/marvel/i/mg/f/80/4ce5a6d8b8f2a.jpg,1969-12-31T19:00:00-0500
1009151,Amiko,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010672,Amora,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010673,Amphibian (Earth-712),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010905,Amun,"Amun is a ruthless teenage assassin, employed by the Sisterhood of the Wasp to serve under the mage Vincent after Araña interrupted the ritual to initiate the Wasp's new chosen one.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009152,Ancient One,,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/4ce59ea2103ac.jpg,2016-08-16T15:14:52-0400
1016824,Ancient One (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2012-07-10T19:15:49-0400
1011684,Angel (Angel Salvadore),"Driven out of home by her abusive step-father, fourteen-year old Angel Salvadore slept in the woods, where her mutant nature manifested itself in the form of a protective cocoon.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2021-08-19T00:06:46-0400
1011396,Angel (Thomas Halloway),,http://i.annihil.us/u/prod/marvel/i/mg/d/03/531769834b15f.jpg,2014-03-05T13:14:48-0500
1011338,Angel (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/4/50/531769ae4399f.jpg,2014-03-05T13:15:49-0500
1009153,Angel (Warren Worthington III),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2016-03-07T09:41:51-0500
1017574,Angela (Aldrif Odinsdottir),,http://i.annihil.us/u/prod/marvel/i/mg/7/00/545a82f59dd73.jpg,2014-11-17T17:45:37-0500
1010674,Anita Blake,,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0038fa14452.jpg,2016-03-07T14:03:57-0500
1009346,Anne Marie Hoag,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009154,Annihilus,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/528d31f20a2f6.jpg,2013-11-20T17:06:36-0500
1011301,Anole,,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e635ddd9.jpg,2011-06-21T17:51:53-0400
1010802,Ant-Man (Eric O'Grady),,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/53176aa9df48d.jpg,2016-03-07T14:35:42-0500
1009155,Ant-Man (Hank Pym),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2021-08-05T15:11:25-0400
1010801,Ant-Man (Scott Lang),,http://i.annihil.us/u/prod/marvel/i/mg/e/20/52696868356a0.jpg,2017-01-31T11:03:40-0500
1011208,Anthem,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009156,Apocalypse,,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/526166076a1d0.jpg,2014-05-28T12:41:41-0400
1011253,Apocalypse (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010866,Aqueduct,,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035b3630cd.jpg,1969-12-31T19:00:00-0500
1010773,Arachne,,http://i.annihil.us/u/prod/marvel/i/mg/b/70/5269526591794.jpg,2013-10-24T13:07:59-0400
1017438,Araña,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2016-03-07T14:41:37-0500
1009158,Arcade,,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0042091ab69.jpg,2014-01-27T16:30:15-0500
1010686,Arcana,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009159,Archangel,,http://i.annihil.us/u/prod/marvel/i/mg/8/03/526165ed93180.jpg,2013-10-18T12:48:24-0400
1009160,Arclight,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c0042067fd8b.jpg,1969-12-31T19:00:00-0500
1010784,Ares,,http://i.annihil.us/u/prod/marvel/i/mg/c/10/535ff3daea603.jpg,2014-04-29T14:50:59-0400
1011275,Argent,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011012,Armadillo,,http://i.annihil.us/u/prod/marvel/i/mg/2/40/4c0032754da02.jpg,1969-12-31T19:00:00-0500
1011298,Armor (Hisako Ichiki),,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e6cbf990.jpg,2012-03-07T17:26:33-0500
1010827,Armory,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009740,Arnim Zola,"The frail, dwarfish Arnim Zola was born in 1930s Switzerland where he became the world's leading biochemist and genetic engineer.",http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4c00393a4cb7c.jpg,2014-01-27T16:36:22-0500
1010748,Arsenic,,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b.jpg,1969-12-31T19:00:00-0500
1009161,Artiee,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2011-10-27T09:59:16-0400
1010718,Asgardian,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2011-06-17T17:23:36-0400
1009162,Askew-Tronics,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010835,Asylum,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010336,Atlas (Team),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011758,Attuma,"Attuma was born into the tribe of Homo mermanus who eschewed civilization to live as nomadic barbarians. For some unrecorded reason, Attuma was endowed with strength far surpassing that of his people.",http://i.annihil.us/u/prod/marvel/i/mg/9/90/4ce5a862a6c48.jpg,2021-08-27T21:46:12-0400
1009163,Aurora,,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4c004203f1072.jpg,2011-11-21T15:44:06-0500
1009164,Avalanche,,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4c0042010d383.jpg,2010-11-05T14:30:34-0400
1009165,Avengers,"Earth's Mightiest Heroes joined forces to take on threats that were too big for any one hero to tackle. With a roster that has included Captain America, Iron Man, Ant-Man, Hulk, Thor, Wasp and dozens more over the years, the Avengers have come to be regarded as Earth's No. 1 team.",http://i.annihil.us/u/prod/marvel/i/mg/9/20/5102c774ebae7.jpg,2020-07-21T10:29:09-0400
1015239,Avengers (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2012-07-10T19:18:28-0400
1011766,Azazel (Mutant),"A mutant from biblical times, Azazel is the ruler of the Neyaphem and claims that the Earth and everything on it belongs to him.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2011-09-08T18:15:36-0400
1011456,Balder,,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4ce5a7c2814ba.gif,2021-08-13T00:06:18-0400
1009168,Banshee,,http://i.annihil.us/u/prod/marvel/i/mg/b/03/52740e4619f54.jpg,2013-11-01T16:27:08-0400
1009596,Banshee (Theresa Rourke),"The daughter of former X-Men member Sean Cassidy, a.k.a. Banshee, and Maeve Rourke, Theresa Rourke was raised by her first cousin once removed, mutant terrorist Thomas Cassidy, a.k.a. Black Tom.",http://i.annihil.us/u/prod/marvel/i/mg/b/c0/4ce5a1a50e56b.jpg,2011-09-07T09:44:45-0400
1011778,Baron Mordo (Karl Mordo),"Born in 1921, Karl Mordo was the son of Nikolai Mordo.  He vowed that, as the second Baron Mordo, he would achieve his father’s hopes and more.",http://i.annihil.us/u/prod/marvel/i/mg/f/90/4ce5a86dba8a8.jpg,2021-08-12T22:48:49-0400
1009169,Baron Strucker,,http://i.annihil.us/u/prod/marvel/i/mg/8/80/4c0041fb5a90d.jpg,2015-04-14T18:50:25-0400
1009170,Baron Zemo (Heinrich Zemo),,http://i.annihil.us/u/prod/marvel/i/mg/9/60/4c0041f84c9fe.jpg,2017-08-24T12:46:19-0400
1010906,Baron Zemo (Helmut Zemo),,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0035890fb0a.jpg,2016-02-03T16:47:48-0500
1011137,Baroness S'Bak,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011354,Barracuda,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009550,Bart Rozum,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2024-10-21T15:32:30-0400
1009171,Bastion,,http://i.annihil.us/u/prod/marvel/i/mg/d/80/52695253215f4.jpg,2013-10-24T13:07:45-0400
1009172,Batroc the Leaper,,http://i.annihil.us/u/prod/marvel/i/mg/c/80/4ce59eb840da5.gif,2014-04-03T17:26:39-0400
1009173,Battering Ram,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.gif,1969-12-31T19:00:00-0500
1011785,Battlestar,Lamar Hoskins was once a wrestler who was given superhuman strength by the Power Broker.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2021-08-12T23:47:13-0400
1009174,Beak,,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c0040b8329ad.jpg,2011-06-01T16:04:59-0400
1009175,Beast,,http://i.annihil.us/u/prod/marvel/i/mg/2/80/511a79a0451a3.jpg,2016-07-05T14:30:45-0400
1010909,Beast (Earth-311),,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0035813dc4c.jpg,1969-12-31T19:00:00-0500
1010908,Beast (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/53176a9be110c.jpg,2014-03-05T13:19:55-0500
1009176,Becatron,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009177,Bedlam,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009178,Beef,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.gif,1969-12-31T19:00:00-0500
1009179,Beetle (Abner Jenkins),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2013-02-19T14:47:38-0500
1011793,Belasco,"Only the blackest of hearts would dare delve into the dark magic of the Elder Gods, but 13th Century sorcerer Belasco was of just such a heart.",http://i.annihil.us/u/prod/marvel/i/mg/a/20/4ce5a878b487c.jpg,2021-08-27T18:00:45-0400
1009329,Ben Grimm,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2011-03-18T12:27:31-0400
1009489,Ben Parker,,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c003d00c8ed9.jpg,2012-03-06T15:03:16-0500
1011346,Ben Reilly,"Ben Reilly was the most genetically stable of the many clones of Spider-Man created by Professor Miles Warren, the Jackal.",http://i.annihil.us/u/prod/marvel/i/mg/2/20/4ce5a6abaea69.jpg,1969-12-31T19:00:00-0500
1010782,Ben Urich,Ben Urich is a reporter for the Daily Bugle who has many ties to the city's superhero community.,http://i.annihil.us/u/prod/marvel/i/mg/5/90/4c00373d10e5e.jpg,2015-03-25T19:24:28-0400
1010829,Bengal,,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5269523ee6c03.jpg,2013-10-24T13:01:00-0400
1009180,Beta-Ray Bill,,http://i.annihil.us/u/prod/marvel/i/mg/3/90/52602f3e88d25.jpg,2013-10-17T14:41:43-0400
1011907,Bethany Cabe,"Former CEO, bodyguard, and love interest of Stark Enterprises and Tony Stark.",http://i.annihil.us/u/prod/marvel/i/mg/f/40/4ce5a8b16ee4b.jpg,2021-08-27T18:12:40-0400
1010325,Betty Brant,,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/4c7c644f453fb.jpg,2011-09-08T16:48:41-0400
1009548,Betty Ross,,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4ce5a12071562.jpg,2011-10-31T15:42:18-0400
1011138,Beyonder,,http://i.annihil.us/u/prod/marvel/i/mg/7/10/528d31df87c49.jpg,2016-06-16T14:41:42-0400
1011296,Bi-Beast,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2011-05-24T16:45:33-0400
1010843,Big Bertha,,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c0035cfca8b6.jpg,1969-12-31T19:00:00-0500
1009181,Big Wheel,,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c0040b26877d.jpg,2012-12-27T15:37:56-0500
1011262,Bill Hollister,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009182,Bishop,,http://i.annihil.us/u/prod/marvel/i/mg/3/70/52602f4b42d98.jpg,2013-10-23T12:43:10-0400
1011224,Bishop (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009183,Black Bird,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009184,Black Bolt,,http://i.annihil.us/u/prod/marvel/i/mg/1/20/52696929dc721.jpg,2016-05-26T09:25:22-0400
1017330,Black Bolt (Marvel War of Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/5239c021b3bfc.jpg,2013-09-18T11:01:06-0400
1009185,Black Cat,,http://i.annihil.us/u/prod/marvel/i/mg/e/03/526952357d91c.jpg,2016-03-07T10:00:52-0500
1010910,Black Cat (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c00357da502e.jpg,2011-01-24T15:26:46-0500
1010859,Black Crow,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011809,Black Knight (Dane Whitman),"Nephew of the villainous Black Knight that went by the name of Nathan Garrett, Dane was summoned by his uncle when he was mortally wounded following a battle with Iron Man.",http://i.annihil.us/u/prod/marvel/i/mg/c/d0/4ce5a883e8df0.gif,2021-08-04T12:06:58-0400
1009186,Black Knight (Sir Percy of Scandia),,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4ce59ed1590a7.jpg,2011-06-24T13:42:52-0400
1009187,Black Panther,,http://i.annihil.us/u/prod/marvel/i/mg/6/60/5261a80a67e7d.jpg,2018-06-19T16:39:46-0400
1017838,Black Panther (Shuri),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2021-08-05T15:15:10-0400
1011130,Black Panther (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/6/20/53176a7b3a4e4.jpg,2014-03-05T13:19:46-0500
1010356,Black Queen,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2011-09-01T18:28:49-0400
1010687,Black Tarantula,,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/4c0038dfc1270.jpg,1969-12-31T19:00:00-0500
1009188,Black Tom,,http://i.annihil.us/u/prod/marvel/i/mg/f/70/4c0040a736154.jpg,1969-12-31T19:00:00-0500
1009189,Black Widow,,http://i.annihil.us/u/prod/marvel/i/mg/f/30/50fecad1f395b.jpg,2016-06-02T12:20:42-0400
1017296,Black Widow (LEGO Marvel Super Heroes),,http://i.annihil.us/u/prod/marvel/i/mg/6/30/5239c3722bdc5.jpg,2013-09-18T11:15:15-0400
1010911,Black Widow (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/2/03/53176a690b261.jpg,2014-03-05T13:19:36-0500
1011498,Black Widow (Yelena Belova),,http://i.annihil.us/u/prod/marvel/i/mg/8/70/4c002dee5207a.jpg,2021-08-04T10:52:20-0400
1017109,Black Widow/Natasha Romanoff (MAA),"Natasha Romanoff, also known as Black Widow, is a world-renowned super spy and one of S.H.I.E.L.D.'s top agents. Her hand-to-hand combat skills, intelligence, and unpredictability make her a deadly secret weapon. True to her mysterious nature, Black Widow comes and goes as she pleases, but always appears exactly when her particular skills are needed.",http://i.annihil.us/u/prod/marvel/i/mg/a/03/523219743a99b.jpg,2015-07-06T18:22:53-0400
1009190,Blackheart,,http://i.annihil.us/u/prod/marvel/i/mg/a/f0/4c0040a0ee5ba.jpg,2012-09-14T21:20:11-0400
1010881,Blacklash,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011349,Blackout,,http://i.annihil.us/u/prod/marvel/i/mg/c/60/4ce5a6b641eb9.jpg,1969-12-31T19:00:00-0500
1009191,Blade,,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/523ca6f2b11e4.jpg,2013-10-04T18:29:21-0400
1009195,Blastaar,,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/52695222c22e0.jpg,2014-06-27T19:39:00-0400
1010830,Blazing Skull,,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/4ce5a37a830a3.jpg,2011-01-31T17:40:47-0500
1011291,Blindfold,,http://i.annihil.us/u/prod/marvel/i/mg/5/10/4ce5a5f7cabea.jpg,2011-10-19T10:49:52-0400
1011836,Bling!,"The mutant Roxy Washington was born into hip-hop ""royalty"" as the daughter of two famous hip-hop stars and has the power to produce diamonds of varying quality and can expel diamond shards from her body at high velocity.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2021-08-19T00:12:01-0400
1009197,Blink,,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/4ce59eeb38a9a.jpg,2011-11-14T15:18:17-0500
1009198,Blizzard,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2013-08-08T12:38:37-0400
1009199,Blob,,http://i.annihil.us/u/prod/marvel/i/mg/1/10/4c7c648178328.png,2013-07-26T21:52:07-0400
1011132,Blob (Ultimate),,http://i.annihil.us/u/prod/marvel/i/mg/9/00/4ce5a51b309b7.jpg,1969-12-31T19:00:00-0500
1009200,Blockbuster,,http://i.annihil.us/u/prod/marvel/i/mg/3/60/4c0040969fa92.jpg,1969-12-31T19:00:00-0500
1009201,Blok,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009202,Bloke,,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c00409415b3b.jpg,1969-12-31T19:00:00-0500
1011416,Blonde Phantom,,http://i.annihil.us/u/prod/marvel/i/mg/6/00/4ce5a77360c30.jpg,2016-02-08T14:00:53-0500
1011073,Bloodaxe,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1009203,Bloodscream,,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/4c7c647c3f069.jpg,1969-12-31T19:00:00-0500
1009204,Bloodstorm,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010850,Bloodstrike,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011113,Blue Blade,,http://i.annihil.us/u/prod/marvel/i/mg/b/e0/4ce5a4b76d1c0.jpg,2011-11-07T15:42:10-0500
1011339,Blue Marvel,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2016-02-01T16:10:26-0500
1011264,Blue Shield,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010688,Blur,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1011119,"Bob, Agent of Hydra","A cowardly young man, Bob was persuaded into joining the criminal organization HYDRA and has had numerous encounters with Deadpool and other Marvel heroes.",http://i.annihil.us/u/prod/marvel/i/mg/e/a0/4ce5a4c2cd41b.jpg,2016-02-04T12:11:37-0500
1010366,Boom Boom,"When Tabitha Smith's mutant nature manifested at age 13, she ran away from her abusive home and eventually hooked up with the New Mutants and, subsequently, X-Force.",http://i.annihil.us/u/prod/marvel/i/mg/6/00/4ce5a25d34245.jpg,1969-12-31T19:00:00-0500
1009205,Boomer,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1969-12-31T19:00:00-0500
1010371,Boomerang,,http://i.annihil.us/u/prod/marvel/i/mg/2/30/4c00390504a3b.jpg,2014-01-27T16:28:50-0500
1009206,Box,,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/4ce59ef63362d.jpg,1969-12-31T19:00:00-0500
1011236,Bride of Nine Spiders (Immortal Weapons),,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4ce5a592212cc.jpg,2011-05-26T17:53:05-0400
1014981,Bromley,,http://i.annihil.us/u/prod/marvel/i/mg/c/00/4cd05b51df5c5.jpg,2010-11-18T15:53:49-0500
1009208,Brood,,http://i.annihil.us/u/prod/marvel/i/mg/d/40/5260321259f91.jpg,2013-10-17T14:53:39-0400
1011090,Brother Voodoo,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2016-07-26T13:04:55-0400
1009209,Brotherhood of Evil Mutants,,http://i.annihil.us/u/prod/marvel/i/mg/3/30/539f01b910d91.jpg,2014-06-16T10:40:40-0400
